date,symbol,trade_id,entry_date,entry_price,shares,total_trade_pnl,RSI_14,VOL_20,NORM_ATR,volume_ratio,volume_percentile,ema_50_200_diff,ema_flag,NORM_BB,BB_Squeeze
2024-10-17,NSE:AADHARHFC-EQ,3,2024-10-04,435.5,2229,19459.251249999965,41.584463625154136,0.0308875464036887,0.0501722158438576,0.6002282477352405,0.303030303030303,0.1176214741804344,1,0.2096612984962766,0.0
2024-10-31,NSE:AADHARHFC-EQ,4,2024-10-17,437.7,2459,21781.353278571398,34.947972730534644,0.0308623577659589,0.0505972779790463,0.4113802793474762,0.1203703703703703,0.109114200317808,1,0.2744190546202757,0.0
2021-11-22,NSE:AARTIDRUGS-EQ,1,2021-11-18,531.45,214,-5519.462014285712,17.400761283306153,0.0179926898735327,0.0317191511094982,0.7689491845495598,0.1626984126984127,-0.0768554899832907,-1,0.1314315336380155,0.0
2023-01-10,NSE:AARTIIND-EQ,1,2023-01-03,616.8,905,-20638.79973214286,30.923146884947656,0.0139957306829712,0.0240063924402445,0.4634000708950926,0.0079365079365079,-0.1497706142678322,-1,0.3622356679401936,0.0
2021-03-18,NSE:ABBOTINDIA-EQ,2,2021-03-15,14535.8,20,1554.4627428571366,45.61570390868207,0.0090037760147522,0.0168844213203656,0.809781840815968,0.3412698412698413,-0.0223155232148707,-1,0.362426413825671,0.0
2025-07-10,NSE:ABFRL-EQ,2,2025-07-07,78.1,14741,10820.864049999966,62.073863636363605,0.0175414319407395,0.0252880921895006,0.6095206616570055,0.7301587301587301,-1.181584126494086,-1,0.9317052205227548,1.0
2019-12-30,NSE:ADANIGREEN-EQ,1,2019-12-26,156.3,460,916.4692928571404,82.25214198286415,0.0305292968540908,0.0331322548213143,0.1832831250363701,0.2063492063492063,0.256491886327159,1,1.218652795529922,1.0
2020-10-27,NSE:ADANIPOWER-EQ,1,2020-10-22,35.0,3519,797.8944714285727,11.32075471698127,0.0071334187650433,0.018469387755102,1.4591285249676424,0.0952380952380952,-0.1068299534818566,-1,-0.0081208938763582,0.0
2022-09-28,NSE:ADANIPOWER-EQ,4,2022-09-26,366.5,2126,12242.49557500001,30.2158273381295,0.0287595359948318,0.0400409276944065,0.8929341237929422,0.1349206349206349,0.2818812278991259,1,-0.1970103430798537,1.0
2022-10-04,NSE:ADANIPOWER-EQ,5,2022-09-28,367.75,310,-7198.16125,34.37070938215105,0.0235545853197024,0.0414683888511216,0.5776776234652407,0.0119047619047619,0.2763836658299468,1,-0.0028434961561082,1.0
2025-07-25,NSE:AFCONS-EQ,1,2025-07-18,417.15,531,1859.201292857146,24.433249370277068,0.0070245662787,0.0229961815722333,5.587151437853925,0.9375,-0.0511442928861028,-1,0.109698272919631,0.0
2025-03-26,NSE:AFIL-EQ,1,2025-03-19,6.84,191941,28295.43541714288,38.775510204081634,0.0407281346449143,0.0536758563074352,1.087909985444805,0.5901639344262295,-0.290559483974752,-1,0.4245083910820604,0.0
2019-08-29,NSE:ALEMBICLTD-EQ,1,2019-08-26,38.95,960,-4764.089142857145,43.41216216216216,0.0595587860159625,0.084357234549789,0.2707851274600968,0.0793650793650793,0.0195783096036098,1,0.0667726240261227,0.0
2022-03-31,NSE:ALIVUS-EQ,2,2022-03-28,489.5,832,-22710.766742857166,69.5193929173693,0.0226368380463071,0.0365460382314314,1.6853594192687358,0.8427672955974843,-0.2068747099958003,-1,0.9650807672078596,1.0
2023-02-22,NSE:ALIVUS-EQ,3,2023-02-03,376.3,2015,7048.807946428541,7.345971563980981,0.0071529980032727,0.0250654872632018,1.4525079691967269,0.5833333333333334,-0.1008282467695931,-1,0.0935814187419396,0.0
2020-02-01,NSE:AMBER-EQ,2,2020-01-29,1535.5,36,804.640057142859,91.46201806845656,0.0180685793339063,0.0360375866399963,4.004548207086068,0.992063492063492,0.1260005660864721,1,1.0608091961109158,0.0
2022-12-12,NSE:ANANDRATHI-EQ,1,2022-12-07,350.2,1579,-11168.445765357108,41.47909967845643,0.0047167361128664,0.0128110467487966,1.4103402122825035,0.2693877551020408,0.0555782809103711,1,0.0462353810819217,1.0
2021-01-11,NSE:ANGELONE-EQ,1,2021-01-06,352.95,635,3618.9598928571413,45.24111675126904,0.0187036645919013,0.0410721874810272,1.1264184707132572,0.4848484848484848,0.0958880744248849,1,0.6514907635628606,0.0
2021-01-29,NSE:ANGELONE-EQ,2,2021-01-12,360.8,556,-10868.105192857156,76.28012048192772,0.0197464842020166,0.0354866170414951,0.4719278282471397,0.1285714285714285,0.0980228410414757,1,0.7941909594834924,0.0
2021-04-12,NSE:ANGELONE-EQ,3,2021-04-07,295.75,118,500.4494107142865,27.44282744282745,0.0175141587358771,0.0365294046612727,0.8229379856948373,0.2913385826771653,0.0247807074255722,1,0.2528569849488905,0.0
2021-08-11,NSE:APLLTD-EQ,1,2021-07-28,795.8,283,-11967.55908392856,5.741515574151563,0.0261852773109471,0.0347942770976196,2.532520808701961,0.988095238095238,0.0076976615171246,1,-0.2066996502408599,0.0
2022-11-14,NSE:APOLLOTYRE-EQ,1,2022-11-10,293.85,2401,-27098.68927500001,57.66666666666672,0.0151598861240435,0.0249641459442378,0.623440989384847,0.1269841269841269,0.1236567573587208,1,0.7615204484373401,0.0
2021-06-17,NSE:ARE&M-EQ,1,2021-06-14,769.3,305,1218.654575,75.8321273516642,0.0170581448551358,0.0154361107500325,0.8175272115634568,0.9761904761904762,-0.0321551780876074,-1,0.6212478456548146,0.0
