date,portfolio_value
2022-09-20,370708.0457317858
2022-09-21,384908.6201725
2022-09-22,388603.9201725001
2022-09-23,384683.25017250003
2022-09-26,382505.79848964297
2022-09-27,386350.3278253572
2022-09-28,383490.32592535723
2022-09-29,381904.52592535724
2022-09-30,392895.5393753573
2022-10-03,385650.1269753572
2022-10-04,383891.1269753573
2022-10-06,397743.7276896429
2022-10-07,396946.32768964296
2022-10-10,399279.83965392865
2022-10-11,398484.5396539287
2022-10-12,395403.03825535724
2022-10-13,396780.27825535723
2022-10-14,393230.29825535725
2022-10-17,397162.49825535726
2022-10-18,399157.040929643
2022-10-19,401372.60092964297
2022-10-20,396921.8392196429
2022-10-21,377906.29839821433
2022-10-24,390674.4606125001
2022-10-25,385166.31038392865
2022-10-27,383913.4603839287
2022-10-28,382617.4022339286
2022-10-31,383752.16429107153
2022-11-01,384886.86429107154
2022-11-02,379211.9642910715
2022-11-03,397879.47566607146
2022-11-04,396162.5756660715
2022-11-07,399767.0756660715
2022-11-09,396605.3256660715
2022-11-10,392369.90024821425
2022-11-11,391309.1406232143
2022-11-14,394710.5456232143
2022-11-15,394054.69565892854
2022-11-16,395443.39050892857
2022-11-17,408587.40933750005
2022-11-18,406562.9514089286
2022-11-21,407794.0864660715
2022-11-22,401924.48646607145
2022-11-23,404368.3864660715
2022-11-24,410525.73646607145
2022-11-25,410262.6364660715
2022-11-28,420191.93646607146
2022-11-29,417352.8053946429
2022-11-30,421867.9674446429
2022-12-01,433501.7612375
2022-12-02,433986.9612375001
2022-12-05,435440.4112375
2022-12-06,433434.75942321436
2022-12-07,430146.5954875001
2022-12-08,432464.9954875001
2022-12-09,426594.0954875001
2022-12-12,428276.1954875001
2022-12-13,429490.6954875001
2022-12-14,434695.17800178577
2022-12-15,432222.9407017858
2022-12-16,427097.5407017858
2022-12-19,422177.5907017858
2022-12-20,419475.7377392858
2022-12-21,413428.9164142858
2022-12-22,397348.8947407143
2022-12-23,388226.4362014286
2022-12-26,386589.06568714284
2022-12-27,386651.26568714285
2022-12-28,387057.06568714284
2022-12-29,389506.46568714286
2022-12-30,383457.46568714286
2023-01-02,379895.16488000005
2023-01-03,382202.3398728572
2023-01-04,377262.03987285716
2023-01-05,379834.7398728572
2023-01-06,376089.8398728572
2023-01-09,380845.53987285716
2023-01-10,377185.3701442857
2023-01-11,383518.9701442857
2023-01-12,380789.1701442858
2023-01-13,383576.1345442857
2023-01-16,386769.8526228572
2023-01-17,387405.9118728572
2023-01-18,390520.7480228571
2023-01-19,387547.89802285715
2023-01-20,385405.49802285724
2023-01-23,393014.7312014286
2023-01-24,391038.7196228572
2023-01-25,384890.2196228572
2023-01-27,374027.28569250007
2023-01-30,374782.85948892863
2023-01-31,379372.4061282143
2023-02-01,382034.7151175
2023-02-02,377722.0344282143
2023-02-03,375231.14442821423
2023-02-06,377885.24442821427
2023-02-07,385440.7857425
2023-02-08,400711.1477339285
2023-02-09,400113.30773392855
2023-02-10,403828.04773392854
2023-02-13,404538.5544196428
2023-02-14,406742.50441964273
2023-02-15,412349.25441964285
2023-02-16,412081.40441964276
2023-02-17,414134.3351160714
2023-02-20,413044.0851160714
2023-02-21,417767.8351160714
2023-02-22,411569.4916446428
2023-02-23,397553.1716446428
2023-02-24,399291.9064464285
2023-02-27,389888.23947499995
2023-02-28,392208.834125
2023-03-01,402164.03412499995
2023-03-02,403689.534125
2023-03-03,405428.8247249999
2023-03-06,407689.2439335714
2023-03-08,410925.84393357136
2023-03-09,409796.32393357146
2023-03-10,395158.5239335714
2023-03-13,388162.4163464285
2023-03-14,381195.8663464286
2023-03-15,397411.19637321425
2023-03-16,412151.3895089285
2023-03-17,422615.2115660714
2023-03-20,411596.43229821423
2023-03-21,428007.7565982142
2023-03-22,443720.09970535716
2023-03-23,455120.6639553571
2023-03-24,459675.4639553571
2023-03-27,447227.6659910714
2023-03-28,446292.09926607134
2023-03-29,468226.59926607134
2023-03-31,485038.3661660713
2023-04-03,497509.7356160714
2023-04-05,509953.43561607134
2023-04-06,523033.8856160714
2023-04-10,509300.03561607137
2023-04-11,511840.7089910713
2023-04-12,511840.7089910713
2023-04-13,511840.7089910713
2023-04-17,511840.7089910713
2023-04-18,511840.7089910713
2023-04-19,511380.3996910713
2023-04-20,511597.6496910713
2023-04-21,525436.9970267855
2023-04-24,532033.7970267856
2023-04-25,535628.2320267855
2023-04-26,537791.2142867856
2023-04-27,532733.3644910712
2023-04-28,545504.6657624998
2023-05-02,541858.3591196426
2023-05-03,541710.5591196427
2023-05-04,538251.2591196427
2023-05-05,542164.4725982142
2023-05-08,548424.4725982142
2023-05-09,546213.2213982141
2023-05-10,547494.7356303569
2023-05-11,543798.9866303569
2023-05-12,544633.086630357
2023-05-15,545934.4148874998
2023-05-16,545420.6648874998
2023-05-17,543175.9648874998
2023-05-18,540890.388673214
2023-05-19,551085.5494517855
2023-05-22,574835.703005357
2023-05-23,593149.5042517855
2023-05-24,608202.996823214
2023-05-25,605762.4468232141
2023-05-26,600051.9352803569
2023-05-29,571331.338158214
2023-05-30,575523.8700971425
2023-05-31,574617.7600971425
2023-06-01,576727.9200971426
2023-06-02,578079.9900971425
2023-06-05,576526.0700971425
2023-06-06,576432.0600971426
2023-06-07,575172.9600971426
2023-06-08,576441.3700971425
2023-06-09,579091.5900971425
2023-06-12,574712.9900971425
2023-06-13,581005.7190685711
2023-06-14,577935.2081949997
2023-06-15,587371.3922521425
2023-06-16,582930.7696521427
2023-06-19,591498.4696378568
2023-06-20,590119.5696378569
2023-06-21,590869.1734664283
2023-06-22,586787.8533592854
2023-06-23,581932.9755735712
2023-06-26,595845.3755735711
2023-06-27,596562.2576699997
2023-06-28,611468.3843521427
2023-06-30,608617.8343521426
2023-07-03,609944.6343521427
2023-07-04,607327.1843521425
2023-07-05,609668.9343521425
2023-07-06,607937.8818521427
2023-07-07,612372.5818521427
2023-07-10,635655.8700021426
2023-07-11,632222.0700021426
2023-07-12,635061.5700021426
2023-07-13,628440.8810164282
2023-07-14,626787.1310164282
2023-07-17,625629.6941378567
2023-07-18,635475.6441378568
2023-07-19,631055.2003949997
2023-07-20,637647.7003949997
2023-07-21,633458.9503949997
2023-07-24,632573.9503949997
2023-07-25,661519.1895907139
2023-07-26,682400.1229764281
2023-07-27,697783.5029764283
2023-07-28,702523.254890714
2023-07-31,700231.6432549997
2023-08-01,703413.4819371426
2023-08-02,675931.1138928569
2023-08-03,682708.6138928569
2023-08-04,718274.1880071426
2023-08-07,724103.9880071426
2023-08-08,726699.7380071426
2023-08-09,727730.3880071426
2023-08-10,758390.6845035711
2023-08-11,795825.2845035712
2023-08-14,782858.2345035712
2023-08-16,783721.584503571
2023-08-17,792342.2845035712
2023-08-18,779848.5345035712
2023-08-21,776260.6345035711
2023-08-22,783693.5345035712
2023-08-23,801726.834503571
2023-08-24,831597.0345035712
2023-08-25,809062.0126464283
2023-08-28,822445.8626464284
2023-08-29,829446.0218607141
2023-08-30,856992.8751749998
2023-08-31,863680.4251749997
2023-09-01,889242.4213585712
2023-09-04,922794.7488857141
2023-09-05,925877.582245714
2023-09-06,919379.9322457141
2023-09-07,910824.3304485712
2023-09-08,900956.5704485712
2023-09-11,899111.8904485713
2023-09-12,876030.3146735714
2023-09-13,902917.8789592856
2023-09-14,929969.7504807143
2023-09-15,920153.8035092857
2023-09-18,905847.1035092857
2023-09-20,916799.4965449999
2023-09-21,908711.238145
2023-09-22,899506.9533449999
2023-09-25,886439.3533450001
2023-09-26,887402.3933450001
2023-09-27,898245.1933449999
2023-09-28,904860.5695485715
2023-09-29,914078.8895771429
2023-10-03,907036.6927592857
2023-10-04,904862.2927592858
2023-10-05,916941.4927592857
2023-10-06,933435.9304735714
2023-10-09,931189.6454735713
2023-10-10,939175.884755
2023-10-11,940960.284755
2023-10-12,934241.547855
2023-10-13,939542.047855
2023-10-16,948076.296605
2023-10-17,970710.4151407144
2023-10-18,980362.8197292858
2023-10-19,982079.1397292856
2023-10-20,959945.8863914286
2023-10-23,922401.4829485717
2023-10-25,912633.1789700002
2023-10-26,925763.2789700002
2023-10-27,919350.7035700002
2023-10-30,952972.7535700002
2023-10-31,943318.9535700002
2023-11-01,928077.9035700002
2023-11-02,945069.1035700003
2023-11-03,954825.8535700003
2023-11-06,972617.2535700002
2023-11-07,956229.7035700002
2023-11-08,1018174.8055950003
2023-11-09,991302.0196700003
2023-11-10,993795.9196700002
2023-11-12,1001779.9696700003
2023-11-13,1007378.3196700002
2023-11-15,1014409.3696700003
2023-11-16,1011411.4312700003
2023-11-17,1047469.5411807145
2023-11-20,1034486.1411807146
2023-11-21,1041969.0411807145
2023-11-22,1063998.0918092858
2023-11-23,1050636.450809286
2023-11-24,1047179.7181021433
2023-11-28,1048862.518102143
2023-11-29,1059665.1632950003
2023-11-30,1063552.0082021432
2023-12-01,1071335.2082021432
2023-12-04,1086319.6082021433
2023-12-05,1087622.3582021433
2023-12-06,1093205.9082021434
2023-12-07,1088670.9968921435
2023-12-08,1092441.9223121435
2023-12-11,1093034.6266721433
2023-12-12,1084154.5619150004
2023-12-13,1083382.8019150004
2023-12-14,1091283.0911150004
2023-12-15,1108045.5628750008
2023-12-18,1106050.9086250006
2023-12-19,1100322.4780250005
2023-12-20,1097595.4563750005
2023-12-21,1085295.6563750007
2023-12-22,1095479.8563750004
2023-12-26,1103749.856375001
2023-12-27,1094625.8563750004
2023-12-28,1106651.6576750006
2023-12-29,1101229.5576750005
2024-01-01,1104581.2576750005
2024-01-02,1119092.3865607148
2024-01-03,1124770.1865607149
2024-01-04,1126381.8865607148
2024-01-05,1117333.1659464291
2024-01-08,1115696.1659464291
2024-01-09,1119272.5617464292
2024-01-10,1110747.6617464293
2024-01-11,1112343.861746429
2024-01-12,1116251.861746429
2024-01-15,1125904.838271429
2024-01-16,1144900.2928214292
2024-01-17,1135556.0918714292
2024-01-18,1137101.0346464291
2024-01-19,1119470.2146464293
2024-01-20,1131809.454646429
2024-01-23,1111288.579051429
2024-01-24,1091916.0540607148
2024-01-25,1136120.7554035718
2024-01-29,1135999.8116371431
2024-01-30,1122982.227287143
2024-01-31,1123848.9272871432
2024-02-01,1113687.4672871432
2024-02-02,1104553.787287143
2024-02-05,1167937.8071957147
2024-02-06,1266920.6910928572
2024-02-07,1248816.1778928575
2024-02-08,1244027.9877600004
2024-02-09,1195849.9141350007
2024-02-12,1135568.3641350004
2024-02-13,1119462.7816296434
2024-02-14,1177294.7405296434
2024-02-15,1135209.0257796436
2024-02-16,1120273.1257796434
2024-02-19,1092524.599808215
2024-02-20,1172698.232118215
2024-02-21,1147310.858118215
2024-02-22,1162232.7681182153
2024-02-23,1173456.3281182148
2024-02-26,1162164.1881182152
2024-02-27,1170142.3781182151
2024-02-28,1121280.928118215
2024-02-29,1118548.7281182152
2024-03-01,1100792.008118215
2024-03-02,1114766.338118215
2024-03-04,1085230.3281182153
2024-03-05,1085546.1881182152
2024-03-06,1073966.1951896437
2024-03-07,1100189.5951896436
2024-03-11,1077204.7951896437
2024-03-12,1086826.243618215
2024-03-13,1052567.263618215
2024-03-14,1034845.9531932148
2024-03-15,1041113.7525432148
2024-03-18,1014786.9025432147
2024-03-19,1004349.1025432147
2024-03-20,1000660.0169057148
2024-03-21,1026179.0169057148
2024-03-22,1048375.6169057147
2024-03-26,1032265.0169057148
2024-03-27,1055157.4281485719
2024-03-28,1053823.828148572
2024-04-01,1073027.4722735719
2024-04-02,1074616.6722735718
2024-04-03,1089362.1909521432
2024-04-04,1112513.737166429
2024-04-05,1116127.087166429
2024-04-08,1115859.6371664288
2024-04-09,1114262.707934286
2024-04-10,1108361.5079342863
2024-04-12,1089592.2068700003
2024-04-15,1042463.7439950003
2024-04-16,1069791.4939950001
2024-04-18,1081892.4439950003
2024-04-19,1063016.4439950003
2024-04-22,1061452.0939950002
2024-04-23,1121105.3274235716
2024-04-24,1122932.4522235717
2024-04-25,1113246.3522235716
2024-04-26,1116955.5522235716
2024-04-29,1114003.4022235717
2024-04-30,1107494.1522235717
2024-05-02,1132059.8614735715
2024-05-03,1144342.1614735718
2024-05-06,1114187.3020128575
2024-05-07,1066485.8728700005
2024-05-08,1087464.2485950005
2024-05-09,1111114.340009286
2024-05-10,1142986.6723664291
2024-05-13,1128517.9223664291
2024-05-14,1139934.4682592861
2024-05-15,1140030.5753164291
2024-05-16,1160416.3253164291
2024-05-17,1186180.3253164291
2024-05-18,1206415.1309164292
2024-05-21,1189099.850916429
2024-05-22,1173879.9966578577
2024-05-23,1194249.5466578575
2024-05-24,1189097.3466578578
2024-05-27,1147070.0466578575
2024-05-28,1108392.349461429
2024-05-29,1145753.699461429
2024-05-30,1128992.7712114288
2024-05-31,1135187.4948400005
2024-06-03,1190497.4948400003
2024-06-04,1077581.4871614291
2024-06-05,1078256.7982596434
2024-06-06,1113884.3291810718
2024-06-07,1124764.3045132146
2024-06-10,1148939.587098929
2024-06-11,1161907.057098929
2024-06-12,1192480.7010132147
2024-06-13,1195182.9010132146
2024-06-14,1198998.1010132148
2024-06-18,1199619.0010132147
2024-06-19,1199745.5010132147
2024-06-20,1210876.201013215
2024-06-21,1225634.4010132146
2024-06-24,1239795.0010132147
2024-06-25,1230687.4010132148
2024-06-26,1215150.643298929
2024-06-27,1199566.714541786
2024-06-28,1205909.414541786
2024-07-01,1246031.6297989287
2024-07-02,1236758.329798929
2024-07-03,1251901.1414703573
2024-07-04,1276982.3579703574
2024-07-05,1280790.5479703576
2024-07-08,1292136.3279703576
2024-07-09,1296638.1479703574
2024-07-10,1294261.3226603575
2024-07-11,1298288.9726603576
2024-07-12,1307273.8226603575
2024-07-15,1319000.6226603575
2024-07-16,1301218.1362460717
2024-07-18,1296473.3290460717
2024-07-19,1281598.1290460716
2024-07-22,1318736.0290460715
2024-07-23,1295307.5290460715
2024-07-24,1305818.6290460716
2024-07-25,1308175.8290460717
2024-07-26,1340406.6001639287
2024-07-29,1347000.9501639286
2024-07-30,1341660.1831925001
2024-07-31,1331943.7331925002
2024-08-01,1320499.5312725003
2024-08-02,1328068.8820225
2024-08-05,1301044.4020225
2024-08-06,1293994.7020225
2024-08-07,1292818.7620225
2024-08-08,1289598.7420225001
2024-08-09,1285665.9220225
2024-08-12,1261864.5858325
2024-08-13,1246432.2858325
2024-08-14,1245338.6125682143
2024-08-16,1267038.8125682143
2024-08-19,1302421.3132039285
2024-08-20,1301884.6632039286
2024-08-21,1324176.8074325002
2024-08-22,1329876.6574325
2024-08-23,1343658.0574325002
2024-08-26,1332323.7997967857
2024-08-27,1303473.9997967859
2024-08-28,1293431.1997967856
2024-08-29,1257852.099796786
2024-08-30,1279206.9997967859
2024-09-02,1283041.7497967859
2024-09-03,1288883.6964467857
2024-09-04,1302724.9464467857
2024-09-05,1297035.5964467856
2024-09-06,1272934.6464467857
2024-09-09,1261499.0964467856
2024-09-10,1275985.7964467858
2024-09-11,1245792.8964467857
2024-09-12,1277866.1964467857
2024-09-13,1267985.8464467856
2024-09-16,1298530.9799867854
2024-09-17,1285718.3099867855
2024-09-18,1276939.6999867857
2024-09-19,1258565.2151946428
2024-09-20,1271120.835194643
2024-09-23,1281398.3951946427
2024-09-24,1280759.4551946428
2024-09-25,1304723.7065510713
2024-09-26,1314349.4465510715
2024-09-27,1313964.5316903573
2024-09-30,1311160.1715617855
2024-10-01,1333816.6523332142
2024-10-03,1325846.7418689285
2024-10-04,1328175.9499989285
2024-10-07,1304820.4911489284
2024-10-08,1336402.9411489286
2024-10-09,1333280.5911489285
2024-10-10,1313916.3911489286
2024-10-11,1303741.3911489286
2024-10-14,1299524.1911489284
2024-10-15,1282727.0411489285
2024-10-16,1307902.3911489286
2024-10-17,1291885.1411489286
2024-10-18,1294704.9411489286
2024-10-21,1262018.2911489285
2024-10-22,1208197.3045060714
2024-10-23,1258398.002895357
2024-10-24,1238300.6188953572
2024-10-25,1222926.2150953573
2024-10-28,1212805.2150953573
2024-10-29,1205598.0150953573
2024-10-30,1217320.6650953572
2024-10-31,1283021.3423167858
2024-11-01,1294116.8423167858
2024-11-04,1261644.873516786
2024-11-05,1259483.473516786
2024-11-06,1299489.4326310717
2024-11-07,1286863.8517110716
2024-11-08,1266458.6617110716
2024-11-11,1247418.844996786
2024-11-12,1247817.368496786
2024-11-13,1195790.678496786
2024-11-14,1222592.938496786
2024-11-18,1198004.018756786
2024-11-19,1192175.9487567858
2024-11-21,1173218.918756786
2024-11-22,1178980.868756786
2024-11-25,1199839.328756786
2024-11-26,1244017.2399753574
2024-11-27,1294667.4679753575
2024-11-28,1301479.0679753572
2024-11-29,1309204.8679753575
2024-12-02,1305865.7145253574
2024-12-03,1306230.7740753572
2024-12-04,1346128.2592182145
2024-12-05,1337692.1592182145
2024-12-06,1328235.6753467857
2024-12-09,1352216.997489643
2024-12-10,1361183.997489643
2024-12-11,1362164.747489643
2024-12-12,1398822.694546786
2024-12-13,1368282.967096786
2024-12-16,1380150.6670967862
2024-12-17,1387196.967096786
2024-12-18,1347317.3650125004
2024-12-19,1314481.5389925004
2024-12-20,1268988.7197332145
2024-12-23,1249455.6916332142
2024-12-24,1256637.7216332143
2024-12-26,1241301.4716332143
2024-12-27,1247819.2816332143
2024-12-30,1222354.0516332143
2024-12-31,1253706.6316332144
2025-01-01,1288256.8816332144
2025-01-02,1311619.4378332146
2025-01-03,1289056.0499532146
2025-01-06,1225396.1507735718
2025-01-07,1220690.6507735718
2025-01-08,1199672.4007735718
2025-01-09,1183835.2490935717
2025-01-10,1156696.2090935716
2025-01-13,1132277.0164678574
2025-01-14,1264437.7345821434
2025-01-15,1273764.334873572
2025-01-16,1291320.884653572
2025-01-17,1288948.2177357147
2025-01-20,1293005.1177357147
2025-01-21,1293377.8508000004
2025-01-22,1288677.8775900002
2025-01-23,1283682.9275900004
2025-01-24,1275985.1781114289
2025-01-27,1255722.1486239287
2025-01-28,1251583.6486239284
2025-01-29,1296945.383516786
2025-01-30,1315722.633516786
2025-01-31,1334019.8118810717
2025-02-01,1330186.4835953573
2025-02-03,1315872.9196760717
2025-02-04,1355832.8247360718
2025-02-05,1372596.5354196432
2025-02-06,1365863.0354196432
2025-02-07,1353299.058069643
2025-02-10,1319046.7847096433
2025-02-11,1294266.1847096435
2025-02-12,1284714.5259275003
2025-02-13,1286062.8259275006
2025-02-14,1270533.1259275004
2025-02-17,1287556.6259275004
2025-02-18,1279301.9259275005
2025-02-19,1302368.5259275003
2025-02-20,1288652.7259275005
2025-02-21,1295462.1259275004
2025-02-24,1292969.2259275005
2025-02-25,1298808.6259275004
2025-02-27,1318645.1259275004
2025-02-28,1363043.4256775004
2025-03-03,1351657.175498929
2025-03-04,1335641.5254275005
2025-03-05,1335641.5254275005
2025-03-06,1335641.5254275005
2025-03-07,1335641.5254275005
2025-03-10,1335641.5254275005
2025-03-11,1335641.5254275005
2025-03-12,1335641.5254275005
2025-03-13,1335641.5254275005
2025-03-17,1335641.5254275005
2025-03-18,1335641.5254275005
2025-03-19,1335641.5254275005
2025-03-20,1335641.5254275005
2025-03-21,1335641.5254275005
2025-03-24,1335641.5254275005
2025-03-25,1335641.5254275005
2025-03-26,1335641.5254275005
2025-03-27,1335641.5254275005
2025-03-28,1335641.5254275005
2025-04-01,1335641.5254275005
2025-04-02,1335641.5254275005
2025-04-03,1335641.5254275005
2025-04-04,1335641.5254275005
2025-04-07,1335641.5254275005
2025-04-08,1335641.5254275005
2025-04-09,1335641.5254275005
2025-04-11,1335641.5254275005
2025-04-15,1335641.5254275005
2025-04-16,1335641.5254275005
2025-04-17,1335641.5254275005
2025-04-21,1335641.5254275005
2025-04-22,1335641.5254275005
2025-04-23,1335641.5254275005
2025-04-24,1335641.5254275005
2025-04-25,1335641.5254275005
2025-04-28,1334439.8004275004
2025-04-29,1323883.9082275003
2025-04-30,1338650.1082275002
2025-05-02,1318575.5582275004
2025-05-05,1330715.2582275004
2025-05-06,1281655.4582275003
2025-05-07,1316546.8082275004
2025-05-08,1284135.1082275002
2025-05-09,1286448.6082275002
2025-05-12,1363427.7582275004
2025-05-13,1419782.1249525002
2025-05-14,1419647.6749525005
2025-05-15,1432900.3079310716
2025-05-16,1466889.7079310718
2025-05-19,1456735.9582810716
2025-05-20,1403819.5582810717
2025-05-21,1417934.5582810717
2025-05-22,1386406.1808310717
2025-05-23,1444336.1808310717
2025-05-26,1418756.9808310717
2025-05-27,1358854.310116786
2025-05-28,1351749.1335025004
2025-05-29,1354630.9892525007
2025-05-30,1365354.9892525005
2025-06-02,1368919.1392525006
2025-06-03,1361346.8741310718
2025-06-04,1384925.7741310718
2025-06-05,1398036.0869882146
2025-06-06,1409483.0869882149
2025-06-09,1447069.3183453577
2025-06-10,1428219.0091025003
2025-06-11,1459449.5693917857
2025-06-12,1435949.5210417856
2025-06-13,1402535.4210417855
2025-06-16,1378507.8163028567
2025-06-17,1357255.5163028566
2025-06-18,1338879.9163028565
2025-06-19,1355750.2263028568
2025-06-20,1376099.3363028567
2025-06-23,1393481.5588028566
2025-06-24,1384134.3988028567
2025-06-25,1375965.3388028566
2025-06-26,1368816.3688028564
2025-06-27,1386180.423395714
2025-06-30,1421625.377081428
2025-07-01,1425927.007081428
2025-07-02,1421849.027081428
2025-07-03,1418570.707081428
2025-07-04,1436049.8754771424
2025-07-07,1472064.2648257138
2025-07-08,1467018.2248257138
2025-07-09,1535799.8796685708
2025-07-10,1540862.3096685708
2025-07-11,1519131.117711428
2025-07-14,1530179.6677114281
2025-07-15,1525709.8777114279
2025-07-16,1536459.964218571
2025-07-17,1534879.414218571
2025-07-18,1517445.046041428
2025-07-21,1532958.246041428
2025-07-22,1520645.0252414278
2025-07-23,1527964.725241428
2025-07-24,1524290.125241428
2025-07-25,1509480.9887014283
2025-07-28,1499145.268701428
2025-07-29,1526183.1495971421
2025-07-30,1563636.595511428
2025-07-31,1554723.9180628564
2025-08-01,1543248.742965714
2025-08-04,1537175.972965714
2025-08-05,1530254.4229657138
2025-08-06,1516129.974683928
2025-08-07,1502502.424683928
2025-08-08,1511026.3446839282
2025-08-11,1514366.434683928
2025-08-12,1511230.6391467853
2025-08-13,1514044.7791467854
2025-08-14,1513365.2391467853
2025-08-18,1552403.7873353567
2025-08-19,1568920.7873353567
2025-08-20,1562790.6573353568
2025-08-21,1568596.1909053568
2025-08-22,1548946.7909053566
2025-08-25,1612286.6771839282
2025-08-26,1577809.6771839282
2025-08-28,1566213.7038696425
2025-08-29,1534977.9438696427
2025-09-01,1576482.8838696429
2025-09-02,1621248.3438696426
2025-09-03,1652350.1838696424
2025-09-04,1644191.4656696424
2025-09-05,1620781.8656696426
2025-09-08,1694626.2656696427
2025-09-09,1692149.5256696425
2025-09-10,1786268.9107839284
2025-09-11,1795585.693115357
2025-09-12,1776692.393115357
2025-09-15,1785196.2931153572
2025-09-16,1839524.2076153571
2025-09-17,1841131.557615357
2025-09-18,1817543.607615357
2025-09-19,1832327.357615357
2025-09-22,1791213.7780867852
2025-09-23,1765105.1947367853
2025-09-24,1762348.3360224997
