date,train_auc,train_logloss,val_auc,val_logloss,train_rows,val_rows
2019-01-02,0.9998755599800896,0.09562334598998903,0.9998755599800896,0.09562334598998903,541,541
2019-01-29,0.874001728160693,0.25552359104085803,0.874001728160693,0.25552359104085803,10848,10848
2019-02-26,0.7673147231417686,0.45203522719540357,0.7673147231417686,0.45203522719540357,21727,21727
2019-03-28,0.7302166097036827,0.5151356349423126,0.7062923230058585,0.5884807290095435,32597,22293
2019-04-30,0.7260523260071847,0.4759224782080261,0.7082454169368353,0.4453668730946079,43518,20159
2019-05-29,0.7047939397559368,0.49624780519332745,0.7141400466709517,0.44691065338550345,54462,20774
2019-06-27,0.6940092340562816,0.4736364373902885,0.6778030528086032,0.4484529161518126,65426,21908
2019-07-25,0.6810293273120521,0.4505541992307875,0.5889497368884198,0.3096194320272517,76434,23068
2019-08-26,0.6689996737024193,0.4489497284954176,0.6121075028474388,0.34837021920928346,87499,22073
2019-09-25,0.6592931887284879,0.4798816603885485,0.5834933443455037,0.5653453245850584,95873,21042
2019-10-27,0.6578226641866077,0.5125205770435118,0.6729360198443997,0.6319915307627157,93927,21063
2019-11-26,0.6565893723700906,0.4740313778963638,0.6827541279334762,0.5641869273260796,94703,21094
2019-12-24,0.6495927576366729,0.48681889567495334,0.668421284143564,0.5346608313307877,95576,22879
2020-01-22,0.6429481424099696,0.5283557413413729,0.6608940504768702,0.6234722988734417,97555,23038
2020-02-18,0.6446230411534148,0.5089491702628743,0.6795653586234046,0.568169143922377,98465,23703
2020-03-19,0.6675577378107653,0.4903117795603972,0.687705510334355,0.3088853986313564,98293,23786
2020-04-22,0.6705451964114648,0.5142458444786023,0.7228335240146264,0.3612766465986049,96474,21057
2020-05-21,0.6765220129314524,0.5141257024427676,0.6813544263560001,0.5344543425809913,97884,21648
2020-06-19,0.6842202914174798,0.535431538296303,0.6760498528538085,0.6237617733738084,98776,23930
2020-07-17,0.6805325285387026,0.5284489612506449,0.6715381039601263,0.6690592729475182,100209,24546
2020-08-14,0.6809105756684801,0.5581964959562223,0.6149614583394774,0.6614782614425886,101161,25209
2020-09-11,0.684694660745615,0.550685232684127,0.6390758842245212,0.6330947799773434,102017,25322
2020-10-12,0.6876361269015008,0.5277482480053014,0.6070857440578743,0.4941945538088883,101204,23680
2020-11-09,0.6821529479712347,0.556720475020649,0.6275544669490095,0.5668581763241346,101509,23782
2020-12-08,0.6688101663689894,0.604479094192842,0.6557042980762582,0.6711743097025427,102352,23834
2021-01-06,0.6565277734836492,0.6114038062430264,0.6690495078039973,0.654686115839772,104304,23285
2021-02-04,0.6566641143685839,0.610146614234652,0.6010852423953381,0.5779705801840923,104654,23962
2021-03-04,0.6449267341223628,0.6053736394666812,0.6287752641147482,0.5802766647040893,105571,24662
2021-04-06,0.6496236224440475,0.5941284235831883,0.6230726452168049,0.5442850597902441,104250,22988
2021-05-06,0.643896705521769,0.5900609991915092,0.6126591469912269,0.5982172090711516,103462,22507
2021-06-04,0.646047907824052,0.6114579545518911,0.6496598526005288,0.6742261151148576,103247,24359
2021-07-02,0.6484773924742484,0.6187156989052255,0.6597121571579294,0.6449004030265507,104163,25604
2021-08-02,0.6368736779801439,0.6071693649391852,0.6140506934466623,0.5902715504660441,102891,24618
2021-08-31,0.630717290638464,0.5963358640852168,0.6059753345550952,0.5642698772750941,104567,24240
2021-09-29,0.6314952489275325,0.601905323599214,0.6220131975173092,0.5923589672339992,105098,24346
2021-10-28,0.6327955950698103,0.5963762106868902,0.6343623925249811,0.5904328061208768,105604,25052
