entry_date,symbol,entry_price,shares,investment_amount,probability,darvas_breakout_up,feature_RSI_14,feature_VOL_20,feature_NORM_ATR,feature_volume_ratio,feature_darvas_high,feature_darvas_low,feature_ema_9_21_diff,feature_ema_50_200_diff,feature_NORM_BB
30-12-2022,NSE:PEL-EQ,828.4,61,50532.4,,0,43.51528384,0.024402424,0.036490308,0.596949745,924.3,785.05,-0.011294539,-0.577057665,0.304206566
11-01-2023,NSE:SHAKTIPUMP-EQ,67.57,4886,330147.02,,0,59.08346972,0.018146591,0.027061883,0.699357721,99.67,80.5,-0.006227029,-0.138839141,0.51357132
19-01-2023,NSE:PEL-EQ,836.55,93,77799.15,,0,53.60779106,0.016843822,0.022562907,0.903572258,924.3,785.05,-0.001171004,-0.516070801,0.739193558
25-01-2023,NSE:PEL-EQ,824.5,481,396584.5,,0,59.63998105,0.012547174,0.022238586,1.1421096,924.3,785.05,0.001463255,-0.505544742,0.43663064
25-01-2023,NSE:ALOKINDS-EQ,13.45,2976,40027.2,,0,18.75,0.018477699,0.037705789,1.058625082,17.4,14.2,-0.042389362,-0.227323943,-0.032475652
31-01-2023,NSE:ALOKINDS-EQ,13.4,16810,225254,,0,27.27272727,0.020699143,0.043976546,1.184348392,17.4,14.2,-0.050810456,-0.236002915,0.170134304
01-02-2023,NSE:PEL-EQ,844.8,238,201062.4,,0,54.76271765,0.018135867,0.028996719,1.363240887,924.3,785.05,0.002740137,-0.476646371,0.762383835
06-02-2023,NSE:PEL-EQ,845.1,239,201978.9,,0,53.75160051,0.019230307,0.034497185,1.570076086,924.3,785.05,0.007953661,-0.461765468,0.641850727
07-02-2023,NSE:ALOKINDS-EQ,12.6,16632,209563.2,,0,22.72727273,0.021172816,0.049603175,1.302382011,17.4,14.2,-0.055026571,-0.263558576,0.154451205
13-02-2023,NSE:CESC-EQ,74.3,2825,209897.5,,0,50.84745763,0.008952986,0.017785041,1.131830396,83.3,73.55,-0.004823776,-0.030753489,0.791915561
17-02-2023,NSE:PCJEWELLER-EQ,2.6,149875,389675,,0,0,0.00103082,0.074450549,0.697805038,10.55,7.36,-0.427454449,-0.080761661,0.157287434
17-02-2023,NSE:MMTC-EQ,33.6,1149,38606.4,,0,53.7037037,0.014489415,0.027529762,2.582362054,43.45,33.1,-0.0186539,-0.091278227,0.591004327
22-02-2023,NSE:GMRAIRPORT-EQ,38.5,896,34496,,0,63.54166667,0.018827991,0.022356215,1.103726335,41.8,34.35,-0.000884854,0.025502361,0.560809648
22-02-2023,NSE:PCJEWELLER-EQ,2.24,155510,348342.4,,0,0,0.001350079,0.073979592,1.927185473,10.55,7.36,-0.473430679,-0.223782405,0.158180484
24-02-2023,NSE:SHAKTIPUMP-EQ,70.47,1906,134315.82,,0,60.92066601,0.015973787,0.023586531,0.941210832,78.83,66.9,0.001279269,-0.106012419,0.707611543
02-03-2023,NSE:INOXGREEN-EQ,43.65,4821,210436.65,,0,31.2849162,0.018008363,0.03460972,0.745569573,54.7,42.7,-0.027297652,-0.152920229,0.382703157
08-03-2023,NSE:IDEA-EQ,6.95,31827,221197.65,,0,23.33333333,0.016431723,0.041109969,0.410321242,8.6,6.45,-0.019739606,-0.141707757,0.350486929
13-03-2023,NSE:PCJEWELLER-EQ,3.26,81660,266211.6,,0,69.6969697,0.050765638,0.052585451,0.154116796,10.55,7.36,-0.046241628,-0.337083284,0.7316857
14-03-2023,NSE:ATGL-EQ,947.2,224,212172.8,,0,56.21249559,0.0499004,0.050404199,0.519926885,4000,971.5,-0.18681856,-0.858168759,0.642080859
15-03-2023,NSE:ADANIENSOL-EQ,928.35,261,242299.35,,0,63.2108611,0.049930379,0.048646216,1.996580541,2799.95,874.4,-0.103265576,-0.911067115,0.740533014
20-03-2023,NSE:ATGL-EQ,852.9,505,430714.5,,0,63.40779422,0.047823964,0.061341139,0.598145721,4000,971.5,-0.147858477,-1.028871323,0.529561772
20-03-2023,NSE:IDEA-EQ,6.35,6776,43027.6,,0,33.33333333,0.014845746,0.030933633,0.855375115,8.6,6.45,-0.035714503,-0.168782427,0.053958657
23-03-2023,NSE:IDEA-EQ,6.45,40212,259367.4,,0,29.16666667,0.017442602,0.031561462,0.722431409,8.6,6.45,-0.030178971,-0.170189305,0.258493181
27-03-2023,NSE:RTNPOWER-EQ,2.85,161581,460505.85,,0,11.76470588,0.024079318,0.056390977,1.722656911,5.65,4.2,-0.050922643,-0.181224718,-0.168259114
27-03-2023,NSE:IDEA-EQ,6.05,7543,45635.15,,0,20,0.017195573,0.036599764,1.06996277,8.6,6.45,-0.037848585,-0.1863427,-0.013074602
31-03-2023,NSE:IDEA-EQ,5.8,30089,174516.2,,0,19.35483871,0.016449417,0.042487685,1.59196514,8.6,6.45,-0.050890604,-0.204667287,0.0421837
17-04-2023,NSE:SJVN-EQ,33.35,8366,279006.1,,0,76.08695652,0.015819455,0.022381666,0.223748716,33.75,30.4,0.012389157,0.004504018,0.841639908
18-04-2023,NSE:NBCC-EQ,25.5,9938,253419,,0,68.80616175,0.03554243,0.045014006,0.441049679,25.7,20.63,0.028851999,-0.007771773,0.797682773
28-04-2023,NSE:BAJAJHIND-EQ,14.6,24636,359685.6,,0,66.21621622,0.03227004,0.044520548,0.500355167,15.7,11.45,0.028121232,0.016622455,0.743596832
05-05-2023,NSE:HATHWAY-EQ,13.65,30441,415519.65,,0,53.48837209,0.015323645,0.030088959,0.621036756,19.65,15.6,0.001306388,-0.146947857,0.741282092
08-05-2023,NSE:INFIBEAM-EQ,12.47,13053,162770.91,,0,56.71641791,0.00956819,0.028010081,0.51401378,15.78,12.74,-0.004492217,-0.096450525,0.644850819
12-05-2023,NSE:INFIBEAM-EQ,12.47,13128,163706.16,,0,63.33333333,0.0105109,0.030072173,0.665255525,15.78,12.74,-0.001961978,-0.0973916,0.699526499
17-05-2023,NSE:INFIBEAM-EQ,12.78,12891,164746.98,,0,74.8603352,0.011286386,0.033422759,1.084523097,15.78,12.74,0.004824493,-0.093123855,0.883567326
23-05-2023,NSE:INFIBEAM-EQ,12.92,12843,165931.56,,0,59.67741935,0.012444995,0.033613445,0.75498677,15.78,12.74,0.010152555,-0.088557162,0.833255043
25-05-2023,NSE:LLOYDSENGG-EQ,19.95,22039,439678.05,,0,69.14728682,0.029542928,0.050089509,0.58602785,18.67,13.87,0.043185265,0.142626981,0.694594397
30-05-2023,NSE:SOUTHBANK-EQ,15.7,9427,148003.9,,0,62.16931217,0.023477837,0.031392175,0.404286692,17.58,12.62,0.012078637,0.094724437,0.721186223
05-06-2023,NSE:SOUTHBANK-EQ,17.26,21596,372746.96,,0,69.50549451,0.030948677,0.028099652,0.636496801,17.58,12.62,0.033339956,0.093923868,0.987163449
08-06-2023,NSE:IFCI-EQ,11.75,21281,250051.75,,0,55.31914894,0.022524529,0.033738602,2.053599235,13.05,10.95,0.007939455,-0.017484607,0.776727539
09-06-2023,NSE:INFIBEAM-EQ,13.63,25370,345793.1,,0,60.66176471,0.017659427,0.040876218,0.901893922,15.78,12.74,0.019218049,-0.063304674,0.837618252
13-06-2023,NSE:CESC-EQ,72.05,5070,365293.5,,0,73.68421053,0.010657284,0.013383563,0.924503717,73.65,68.7,0.008325885,-0.040906136,0.899576888
14-06-2023,NSE:SOUTHBANK-EQ,16.66,15239,253881.74,,0,65.53398058,0.025531264,0.034213685,0.470073648,17.58,12.62,0.023063967,0.104754021,0.62446895
23-06-2023,NSE:HATHWAY-EQ,15.35,23121,354907.35,,0,67.24137931,0.019080638,0.036528618,0.456446358,19.65,15.6,0.030047492,-0.075997825,0.794787686
04-07-2023,NSE:SOUTHBANK-EQ,18.08,15517,280547.36,,0,67.40196078,0.028132974,0.032435209,2.037367143,17.99,16.07,0.02558712,0.103436197,0.970698006
07-07-2023,NSE:HATHWAY-EQ,15.5,31286,484933,,0,52.17391304,0.019139726,0.031797235,0.64225019,19.65,15.6,0.016226109,-0.058565281,0.784580988
14-07-2023,NSE:SOUTHBANK-EQ,20.61,9106,187674.66,,0,76.44046095,0.034682465,0.046752617,0.620302479,17.99,16.07,0.055633264,0.118114072,0.88126238
18-07-2023,NSE:BAJAJHIND-EQ,17.05,26907,458764.35,,0,64.70588235,0.02566453,0.042521994,0.52929893,15.7,11.45,0.020612586,0.082948045,0.694960255
20-07-2023,NSE:IDEA-EQ,7.55,56339,425359.45,,0,54.16666667,0.016759448,0.031693472,0.760824769,8.25,7.3,0.005973347,-0.032781774,0.662647496
25-07-2023,NSE:IFCI-EQ,12.65,37457,473831.05,,0,56,0.021420061,0.039243365,0.548474995,13.05,10.95,0.014215511,0.027228361,0.623524815
28-07-2023,NSE:BAJAJHIND-EQ,18.25,26708,487421,,0,65.97938144,0.022628961,0.045205479,0.573316726,15.7,11.45,0.034929207,0.100157841,0.711951031
31-07-2023,NSE:HATHWAY-EQ,15.9,28731,456822.9,,0,62.06896552,0.020531867,0.031671159,1.138456206,19.65,15.6,0.011800992,-0.030789699,0.970840408
02-08-2023,NSE:IFCI-EQ,13.25,29383,389324.75,,0,63.63636364,0.027308241,0.0393531,2.653717291,13.05,10.95,0.025104122,0.039028602,0.738998438
03-08-2023,NSE:HATHWAY-EQ,15.7,20771,326104.7,,0,56.06060606,0.018502482,0.037079163,0.771124132,19.65,15.6,0.01299243,-0.02563874,0.704010161
09-08-2023,NSE:RPOWER-EQ,18.25,30856,563122,,0,68.61313869,0.0309155,0.052641879,0.89469115,17.45,13.8,0.049965336,0.085298653,0.826966371
11-08-2023,NSE:ALOKINDS-EQ,15.9,13216,210134.4,,0,63.88888889,0.024576921,0.036837376,1.247707768,19.3,15.6,0.00451434,-0.007937553,0.766853516
16-08-2023,NSE:HATHWAY-EQ,16.35,29795,487148.25,,0,66.17647059,0.017355945,0.040192224,1.034411636,19.65,15.6,0.020697992,-0.005510594,0.696544754
24-08-2023,NSE:IFCI-EQ,14.4,27023,389131.2,,0,58.5106383,0.032783437,0.05406746,0.590901281,13.05,10.95,0.021594117,0.071202012,0.687155557
25-08-2023,NSE:HATHWAY-EQ,16.65,20730,345154.5,,0,60.60606061,0.018569318,0.039039039,0.810197964,19.65,15.6,0.017762501,0.008082333,0.658932681
30-08-2023,NSE:SUZLON-EQ,25.85,13469,348173.65,,0,85.47486034,0.031111102,0.037441282,0.55607451,12.15,8.9,0.066607923,0.218874847,1.114159487
01-09-2023,NSE:HATHWAY-EQ,16.9,32137,543115.3,,0,57.40740741,0.017829497,0.03317836,1.155828122,19.65,15.6,0.012052637,0.015092032,0.775202297
05-09-2023,NSE:JAIBALAJI-EQ,62.58,9103,569665.74,,0,81.37985104,0.034231128,0.040234214,0.102455198,18.31,14.64,0.104956013,0.259150372,1.124101999
06-09-2023,NSE:UJJIVANSFB-EQ,50.05,8488,424824.4,,0,61.11111111,0.013868226,0.028257457,1.197810756,33.5,25.2,0.011890658,0.20299698,0.837582668
07-09-2023,NSE:INFIBEAM-EQ,13.32,30077,400625.64,,0,66.66666667,0.02129883,0.04021879,2.258462639,15.15,13.19,0.007828042,-0.037683953,0.819668242
12-09-2023,NSE:PCJEWELLER-EQ,2.67,161662,431637.54,,0,46.51162791,0.021066436,0.029159979,1.136248315,3.95,2.71,-0.005325119,-0.303341391,0.338689617
13-09-2023,NSE:UJJIVANSFB-EQ,49.55,8245,408539.75,,0,51.77304965,0.014038033,0.025515352,0.854075187,33.5,25.2,0.008512508,0.205520025,0.585748359
21-09-2023,NSE:PCJEWELLER-EQ,2.67,161788,431973.96,,0,50.98039216,0.017048567,0.032637774,0.873079371,3.95,2.71,-0.005637139,-0.290657779,0.284344067
29-09-2023,NSE:RPOWER-EQ,19.25,22610,435242.5,,0,29.78723404,0.033670631,0.046567718,0.332409281,17.45,13.8,0.006233987,0.140063809,0.434115938
09-10-2023,NSE:SOUTHBANK-EQ,23.64,17221,407104.44,,0,58.71710526,0.024944228,0.047558617,0.639158355,21.76,17.9,0.027569633,0.175443755,0.532611172
11-10-2023,NSE:PCJEWELLER-EQ,2.76,160043,441718.68,,0,54.71698113,0.019207613,0.030538302,0.827564215,3.95,2.71,0.00026191,-0.258446829,0.978533742
18-10-2023,NSE:ALOKINDS-EQ,18.95,33050,626297.5,,0,52.21238938,0.023105579,0.038823973,0.955616472,22.4,18.1,0.007010528,0.086893805,0.586002317
20-10-2023,NSE:IDEA-EQ,11.75,39308,461869,,0,51.38888889,0.031202136,0.048328267,0.60347059,12.5,10.55,0.024948185,0.15037151,0.583369987
23-10-2023,NSE:RTNPOWER-EQ,6.95,118721,825110.95,,0,51.66666667,0.034753026,0.046248715,1.332030767,6.1,4.3,0.023404493,0.200052709,0.555901699
23-10-2023,NSE:ONGC-EQ,184.85,442,81703.7,,0,51.05485232,0.0116473,0.012944859,0.480138149,169,150.05,0.003363088,0.08081702,0.456227392
26-10-2023,NSE:JAIBALAJI-EQ,116.92,685,80090.2,,0,69.71639472,0.0345055,0.055917355,0.798083115,18.31,14.64,0.088290624,0.357304078,0.701762755
30-10-2023,NSE:IDEA-EQ,11.65,65253,760197.45,,0,59.25925926,0.033221431,0.052115267,1.57124888,12.5,10.55,0.000636659,0.150056779,0.60348505
02-11-2023,NSE:RTNPOWER-EQ,6.95,127389,885353.55,,0,51.02040816,0.030438115,0.051387461,0.915695111,6.1,4.3,0.011245766,0.202114143,0.44075103
02-11-2023,NSE:EASEMYTRIP-EQ,21.05,4168,87736.4,,0,55.12104283,0.023425336,0.039395996,0.915347853,22.75,19.88,-0.004408901,-0.063212421,0.746696922
09-11-2023,NSE:EASEMYTRIP-EQ,20.85,25264,526754.4,,0,52.71186441,0.023254149,0.043028434,0.770954779,22.75,19.88,0.012798773,-0.0546648,0.597458265
21-11-2023,NSE:SOUTHBANK-EQ,22.72,27405,622641.6,,0,58.3081571,0.013467326,0.029206489,0.591700599,25.34,21.16,-0.000842785,0.154222563,0.547444815
22-11-2023,NSE:HATHWAY-EQ,19.75,25557,504750.75,,0,65.45454545,0.027036364,0.036528029,0.887788798,22.3,17,0.015971371,0.0883071,0.708076465
01-12-2023,NSE:ALKYLAMINE-EQ,2162.7,235,508234.5,,0,63.28301887,0.008983815,0.013475219,1.298114014,2586.3,2318.65,-0.004165215,-0.092445703,0.677973495
11-12-2023,NSE:SOUTHBANK-EQ,23.5,47046,1105581,,0,60.25641026,0.013455172,0.022401216,1.39523145,25.34,21.16,0.004564226,0.134234213,0.869250815
11-12-2023,NSE:EASEMYTRIP-EQ,19.35,5663,109579.05,,0,36.18090452,0.010618327,0.018715393,0.658488116,23.45,18.9,-0.015585251,-0.066731774,0.338482076
13-12-2023,NSE:TRIDENT-EQ,37.05,29830,1105201.5,,0,48.05194805,0.016276278,0.020724889,0.634378921,39.75,36,0.004581588,0.028998051,0.542255539
15-12-2023,NSE:IDEA-EQ,14.05,11361,159622.05,,0,62.96296296,0.020565768,0.039145907,1.380621273,15.05,12.65,0.009123846,0.180479669,0.84296333
19-12-2023,NSE:TRIDENT-EQ,37.1,27377,1015686.7,,0,57.89473684,0.010022718,0.022525992,0.742251935,39.75,36,0.004990016,0.029620062,0.643940143
20-12-2023,NSE:IDEA-EQ,13.1,85351,1118098.1,,0,50.72463768,0.023856295,0.048800436,1.802170468,15.05,12.65,0.010090512,0.194300499,0.336216241
20-12-2023,NSE:NMDC-EQ,61.13,1812,110767.56,,0,52.85067873,0.020491486,0.032869061,1.26595811,36.83,34.6,0.028762571,0.162702457,0.476663307
28-12-2023,NSE:IDEA-EQ,13.25,81823,1084154.75,,0,50.68493151,0.025364486,0.047978437,0.578851953,15.05,12.65,0.002459322,0.189043696,0.421166529
03-01-2024,NSE:RTNPOWER-EQ,9.5,135503,1287278.5,,0,50,0.024703684,0.046240602,1.581053803,11.1,8.6,0.003869422,0.229810283,0.731061611
03-01-2024,NSE:INFIBEAM-EQ,19.71,6472,127563.12,,0,47.80114723,0.037236091,0.045118504,0.386226035,20.56,15.87,0.007810939,0.127052405,0.531979505
12-01-2024,NSE:SBICARD-EQ,766.7,1794,1375459.8,,0,43.85128694,0.00813044,0.015637519,0.714958597,788.8,751.6,0.001436431,-0.039584066,0.44499345
16-01-2024,NSE:ASHOKLEY-EQ,87.68,2313,202803.84,,0,52.36220472,0.015209037,0.024406934,0.598878199,92.4,82.63,2.30E-05,0.040718465,0.419000722
18-01-2024,NSE:HATHWAY-EQ,23.85,58847,1403500.95,,0,68.53146853,0.024332705,0.060347409,0.803301582,22.3,17,0.032986786,0.12484924,0.663138062
18-01-2024,NSE:UJJIVANSFB-EQ,58.4,2381,139050.4,,0,58.52272727,0.014407369,0.027703033,1.006277069,63,54.1,0.007459372,0.158584819,0.601471615
24-01-2024,NSE:RTNPOWER-EQ,10.1,12635,127613.5,,0,52.11267606,0.0303154,0.061173975,0.571197689,11.1,8.6,0.015615281,0.241525453,0.462610496
24-01-2024,NSE:HATHWAY-EQ,23.1,55737,1287524.7,,0,52.3255814,0.030213113,0.065708101,0.601600286,22.3,17,0.014570175,0.131394961,0.46137228
08-02-2024,NSE:IDEA-EQ,14.8,92104,1363139.2,,0,46.25,0.027035381,0.044401544,1.115005811,18.4,13.3,-0.01260035,0.187327723,0.466464456
09-02-2024,NSE:HATHWAY-EQ,25.15,23148,582172.2,,0,56.11111111,0.032964065,0.053251917,0.997088798,22.3,17,0.032743148,0.139204381,0.666948845
12-02-2024,NSE:PCJEWELLER-EQ,5.04,181673,915631.92,,0,34.69387755,0.029869938,0.055413832,0.683285947,6.54,5,-0.006488829,0.188217118,-0.053602265
13-02-2024,NSE:IDEA-EQ,14.7,38936,572359.2,,0,52.83018868,0.031539651,0.052721088,1.059205537,18.4,13.3,-0.005468709,0.185517453,0.496191987
21-02-2024,NSE:PCJEWELLER-EQ,5.52,268587,1482600.24,,0,53.77358491,0.031790876,0.052536232,1.23660719,6.54,5,0.005715713,0.174365351,0.680092551
21-02-2024,NSE:HATHWAY-EQ,24.1,6096,146913.6,,0,51.07526882,0.032325396,0.061351512,0.526008187,22.3,17,0.006726478,0.144759079,0.400212457
06-03-2024,NSE:HATHWAY-EQ,21.55,73622,1586554.1,,0,11.9047619,0.02116464,0.037454425,0.796048094,27.95,22,-0.031548862,0.137782707,0.021352981
06-03-2024,NSE:EASEMYTRIP-EQ,23.18,6783,157229.94,,0,30.99273608,0.019169558,0.041291754,0.507430806,27,23.05,-0.005898193,0.053653963,-0.012625835
12-03-2024,NSE:HATHWAY-EQ,20.5,71126,1458083,,0,17.27272727,0.019431147,0.039372822,1.253076985,27.95,22,-0.042081236,0.132889557,-0.013986872
13-03-2024,NSE:HATHWAY-EQ,19.15,78885,1510647.75,,0,13.23529412,0.022489725,0.045318911,1.605992815,27.95,22,-0.056588394,0.135047127,-0.108078067
13-03-2024,NSE:TATAINVEST-EQ,8365.3,17,142210.1,,0,68.85133114,0.042065561,0.057020839,0.124123653,4736.6,3967,0.109081218,0.25542848,0.671025303
15-03-2024,NSE:RPOWER-EQ,22.1,25541,564456.1,,0,31.57894737,0.028633186,0.054460246,1.175034974,33.15,27.95,-0.063335042,0.150357069,0.278841586
21-03-2024,NSE:HATHWAY-EQ,19.4,66258,1285405.2,,0,26.61870504,0.025482479,0.053755523,1.157693234,27.95,22,-0.058372794,0.101885613,0.1588169
08-04-2024,NSE:RTNPOWER-EQ,9.1,122916,1118535.6,,0,57.14285714,0.034912908,0.051805338,0.814565252,12.3,9.2,-0.000991134,0.138541758,0.684156505
10-04-2024,NSE:HATHWAY-EQ,21.7,34299,744288.3,,0,68.18181818,0.034806289,0.044766294,0.713284981,27.95,22,0.005789944,0.069591775,0.766258569
16-04-2024,NSE:RTNPOWER-EQ,8.75,114433,1001288.75,,0,47.69230769,0.033077384,0.053469388,0.746256325,12.3,9.2,-0.010627906,0.128287083,0.512615494
19-04-2024,NSE:ALOKINDS-EQ,27.8,27964,777399.2,,0,59.44444444,0.026433132,0.042523124,1.453845651,32,25.8,-0.001489288,0.147008686,0.549454319
02-05-2024,NSE:RTNPOWER-EQ,9.15,108388,991750.2,,0,51.2195122,0.026328338,0.043325527,6.473965554,12.3,9.2,0.004587359,0.102168487,0.65450008
09-05-2024,NSE:DISHTV-EQ,15.7,78677,1235228.9,,0,22.97297297,0.019053362,0.039808917,1.714395081,26.05,16.1,-0.033821731,-0.01950668,-0.201559714
14-05-2024,NSE:NETWORK18-EQ,80.25,12466,1000396.5,,0,35.66176471,0.027402095,0.050378282,0.782997984,95.35,78.6,-0.044331042,0.036475043,0.259597176
16-05-2024,NSE:ALOKINDS-EQ,26.9,34082,916805.8,,0,41.66666667,0.01867095,0.030138078,1.044570534,32,25.8,-0.013419425,0.110600854,0.486059913
29-05-2024,NSE:BATAINDIA-EQ,1373.95,638,876580.1,,0,76.10803324,0.009359705,0.015546937,2.103562253,1473.85,1348.1,0.00405838,-0.083125277,0.87737139
31-05-2024,NSE:HDFCBANK-EQ,765.78,1163,890602.14,,0,71.17797269,0.012191903,0.01487932,2.188298342,778.7,713.4,0.007518666,-0.020233272,0.861322316
03-06-2024,NSE:SEQUENT-EQ,104.75,13339,1397260.25,,0,27.03252033,0.017230923,0.036583703,0.889044437,134.85,114.5,-0.043576128,0.021338778,0.178562661
04-06-2024,NSE:REFEX-EQ,130.55,13206,1724043.3,,0,25.92190889,0.029854752,0.052990097,1.063488235,175.5,139.15,-0.041129178,0.120038374,0.030419575
04-06-2024,NSE:DISHTV-EQ,13.85,12342,170936.7,,0,20,0.028254139,0.051057246,1.504394171,26.05,16.1,-0.049509971,-0.078804783,-0.240071752
12-06-2024,NSE:JPPOWER-EQ,19.35,94622,1830935.7,,0,47.03557312,0.031258858,0.050239941,0.862805006,24,16.6,-0.006703063,0.162173907,0.563260089
19-06-2024,NSE:SOUTHBANK-EQ,27.92,9609,268283.28,,0,55.61290323,0.026650559,0.034946787,1.881025912,31.8,26.4,0.001141669,0.068132094,0.714593733
27-06-2024,NSE:SBICARD-EQ,730.35,2324,1697333.4,,0,73.43887423,0.013917233,0.014841221,0.907895701,765,706,0.00852033,-0.034706345,0.715632303
02-07-2024,NSE:ASIANPAINT-EQ,2925.6,645,1887012,,0,55.46377154,0.011532655,0.013773731,0.812052308,3027.3,2775.75,0.002187127,-0.03209569,0.685091464
02-07-2024,NSE:EASEMYTRIP-EQ,20.86,9066,189116.76,,0,45.41284404,0.01753496,0.019963019,0.859023422,23.9,21.03,-0.009998067,-0.019728917,0.436031664
05-07-2024,NSE:IOC-EQ,171.28,10359,1774289.52,,0,52.43128964,0.0089966,0.016059752,1.254303793,177,147.8,0.006592022,0.117891121,0.918821665
08-07-2024,NSE:TATATECH-EQ,1004.55,293,294333.15,,0,35.67753002,0.007675572,0.015049382,0.391306587,1115.9,982.25,-0.008820124,-0.089953107,0.301874432
12-07-2024,NSE:MAHABANK-EQ,65.08,27214,1771087.12,,0,44.86187845,0.01241641,0.023948547,1.463332457,73.5,59,-0.007647948,0.130027763,0.601174863
16-07-2024,NSE:KTKBANK-EQ,226.56,5059,1146167.04,,0,54.08805031,0.012366918,0.016936542,1.476069997,239,216.33,0.001442712,0.008238386,0.657132907
18-07-2024,NSE:TATATECH-EQ,1009.15,922,930436.3,,0,44.92481203,0.009069411,0.014849838,0.530494261,1115.9,982.25,-0.002718939,-0.086979221,0.441597289
23-07-2024,NSE:SANOFI-EQ,6389.65,299,1910505.35,,0,29.41775244,0.009183248,0.016976114,1.17004198,10524.95,5892.8,-0.043056026,-0.070188478,0.289280688
23-07-2024,NSE:EASEMYTRIP-EQ,21.12,9193,194156.16,,0,54.27631579,0.015520337,0.022219968,7.44570225,23.9,21.03,-0.008082169,-0.031415312,0.856879844
26-07-2024,NSE:KTKBANK-EQ,227.91,4804,1094879.64,,0,56.94915254,0.011112634,0.023330011,1.349605846,239,216.33,0.007787397,0.010393069,0.821710563
29-07-2024,NSE:STARCEMENT-EQ,213.04,7081,1508536.24,,0,52.44036697,0.010202488,0.022658387,1.293770116,256,189.55,-0.001314093,0.072993448,0.853163974
30-07-2024,NSE:EQUITASBNK-EQ,81.81,8000,654480,,0,17.01434159,0.014471167,0.026926502,1.728006271,107.8,90.99,-0.041241046,-0.013346734,-0.122958298
05-08-2024,NSE:PATELENG-EQ,53.49,25708,1375120.92,,0,30.47357584,0.030235562,0.043065459,1.21319373,74.4,58.91,-0.037477299,0.066186101,-0.255527853
09-08-2024,NSE:LEMONTREE-EQ,119.78,9081,1087722.18,,0,23.97119342,0.029178812,0.052924409,5.134267614,154.2,138.62,-0.04277622,0.080107266,-0.265300673
12-08-2024,NSE:ENGINERSIN-EQ,227.1,4286,973350.6,,0,26.31578947,0.023990991,0.047493238,1.315557154,303.9,226.85,-0.04844324,0.152187445,0.129124267
29-08-2024,NSE:MIDHANI-EQ,395.55,2949,1166476.95,,0,27.72319522,0.024908734,0.040639616,1.764416396,541,452.2,-0.039831031,0.059455443,0.091345291
02-09-2024,NSE:MOIL-EQ,382.8,3409,1304965.2,,0,21.58393753,0.023433213,0.037729512,1.585597621,588,465,-0.050422527,0.152249546,0.064752447
09-09-2024,NSE:IDEA-EQ,13.2,155318,2050197.6,,0,22.92490119,0.031248629,0.047132035,0.95736741,19.18,14.57,-0.0462846,0.090297112,-0.165642591
09-09-2024,NSE:JWL-EQ,508.5,399,202891.5,,0,40.49305752,0.026788219,0.03990729,2.19660492,748.1,581.05,-0.026328456,0.188468304,-0.272243453
17-09-2024,NSE:IRCON-EQ,231.75,913,211587.75,,0,20.05494505,0.014349597,0.031792264,1.115207915,351.6,259.45,-0.040154201,0.122522841,0.027020428
19-09-2024,NSE:IRCON-EQ,223.65,8563,1915114.95,,0,18.44987363,0.014526506,0.036999776,1.613661758,351.6,259.45,-0.048962338,0.114853719,0.020206755
19-09-2024,NSE:IDEA-EQ,10.38,18290,189850.2,,0,14.07103825,0.051790514,0.07535095,3.297453732,19.18,14.57,-0.1001389,0.053958892,-0.142643925
23-09-2024,NSE:IXIGO-EQ,139.49,13426,1872792.74,,0,24.858902,0.019101159,0.041472507,2.243417418,196.44,151.6,-0.03875339,-0.030985038,-0.05801607
25-09-2024,NSE:EASEMYTRIP-EQ,17.16,48441,831247.56,,0,24.23529412,0.048661955,0.05977356,13.02903843,21.84,19.4,-0.01546546,-0.050418012,-0.327220114
30-09-2024,NSE:CONCORDBIO-EQ,2032.55,603,1225627.65,,0,55.21978022,0.049540504,0.088356639,0.495387482,1799,1479.45,0.043920947,0.146061975,0.463834933
07-10-2024,NSE:HCC-EQ,37.56,26123,981179.88,,0,28.54556427,0.027290024,0.049558801,1.630627361,57.5,45.55,-0.04654535,0.1122013,-0.230142375
10-10-2024,NSE:TEXRAIL-EQ,188.8,5467,1032169.6,,0,32.51238706,0.026731451,0.048668281,1.166997891,296.49,237,-0.06072143,0.107568767,0.069984402
21-10-2024,NSE:MANAPPURAM-EQ,146.9,14602,2145033.8,,0,11.7357695,0.033677559,0.056656618,2.818480526,222.19,199,-0.084462401,0.04960411,-0.143463862
21-10-2024,NSE:IGL-EQ,221.58,959,212495.22,,0,10.35051546,0.026871495,0.043579874,0.837581756,285.18,258.02,-0.048834406,0.07714689,-0.185348644
25-10-2024,NSE:CHENNPETRO-EQ,707.7,282,199571.4,,0,20.04727434,0.033064569,0.063788127,2.042493801,1275,886.65,-0.062423237,0.050682209,-0.216176193
31-10-2024,NSE:LTF-EQ,146,5436,793656,,0,30.87855297,0.026679797,0.043605675,1.140329939,189.45,137.66,-0.057400797,0.011263551,0.237009614
11-11-2024,NSE:GMRP&UI-EQ,108.7,13921,1513212.7,,0,34.87287147,0.030218038,0.057261138,1.905726803,169.25,115.6,-0.058809516,0.267600292,0.143117684
13-11-2024,NSE:SUZLON-EQ,54.03,15120,816933.6,,0,25,0.03182956,0.070331297,2.991755144,86.04,66.1,-0.076221483,0.211427841,-0.223563066
