entry_date,symbol,entry_price,shares,investment_amount,probability,darvas_breakout_up,feature_RSI_14,feature_VOL_20,feature_NORM_ATR,feature_volume_ratio,feature_darvas_high,feature_darvas_low,feature_ema_9_21_diff,feature_ema_50_200_diff,feature_NORM_BB
18-01-2021,NSE:UCOBANK-EQ,12.9,3087,39822.3,,0,52.63157895,0.017900836,0.032392027,0.756157829,14.25,11.8,0.006094966,-0.020009634,0.529848316
27-01-2021,NSE:UCOBANK-EQ,13,3084,40092,,0,50,0.014577057,0.030769231,0.82063208,14.25,11.8,0.002651255,-0.015823673,0.477766378
04-02-2021,NSE:RAJESHEXPO-EQ,478.1,284,135780.4,,0,41.52777778,0.006361289,0.018055099,0.605080454,510.5,460,-0.002743698,-0.042731544,0.235839456
08-02-2021,NSE:ALLCARGO-EQ,33.44,1191,39827.04,,0,51.57480315,0.008121504,0.018348428,1.610841899,38.75,31.09,-0.004509191,0.10929098,0.707848684
10-02-2021,NSE:ALLCARGO-EQ,33.13,2293,75967.09,,0,44.24242424,0.008967531,0.021430727,1.366026804,38.75,31.09,-0.002815653,0.10860525,0.581105431
12-02-2021,NSE:ALLCARGO-EQ,32.58,2341,76269.78,,0,41.71428571,0.009503192,0.0237876,1.189474416,38.75,31.09,-0.002813081,0.108478016,0.274372947
15-02-2021,NSE:RAJESHEXPO-EQ,477.5,194,92635,,0,47.24409449,0.006848839,0.01723261,0.890702141,510.5,460,-8.01E-05,-0.038439308,0.254595929
18-02-2021,NSE:NETWORK18-EQ,37.05,3299,122227.95,,0,57.27272727,0.013913317,0.026604974,1.550295684,39.95,35.8,-0.001514135,0.047564381,0.694112067
19-02-2021,NSE:NAVA-EQ,30.03,2960,88888.8,,0,57.71144279,0.016516344,0.036320822,1.583384575,34.23,27.45,-0.00444363,0.027734136,0.580979848
22-02-2021,NSE:NETWORK18-EQ,36.4,2355,85722,,0,44.44444444,0.012102216,0.029827316,1.042615766,39.95,35.8,-0.001556756,0.047596215,0.284446043
02-03-2021,NSE:HATHWAY-EQ,30.85,4492,138578.2,,0,61.25,0.013400866,0.038782125,1.049776235,35.3,28.6,-0.0041565,0.017646855,0.941071118
04-03-2021,NSE:GODFRYPHLP-EQ,302.02,189,57081.78,,0,31.81257707,0.008774004,0.01738059,0.884676178,352.23,301.67,-0.009506038,-0.026880669,0.280126036
08-03-2021,NSE:HATHWAY-EQ,31.05,4243,131745.15,,0,64.70588235,0.012456712,0.030940879,1.161872057,35.3,28.6,0.00297897,0.016568693,0.894351573
10-03-2021,NSE:CESC-EQ,62.9,2190,137751,,0,54.77075589,0.012525905,0.025823302,0.459282016,73.1,59.86,0.00424763,0.00209852,0.748645467
17-03-2021,NSE:GODFRYPHLP-EQ,293.18,217,63620.06,,0,24.41661924,0.005917024,0.014442614,1.370617201,352.23,301.67,-0.01048345,-0.032711473,-0.142471368
18-03-2021,NSE:FCL-EQ,59.05,2123,125363.15,,0,8.561643836,0.018603153,0.053042216,1.088510198,76.4,60.1,-0.040600196,0.272862938,-0.017752347
24-03-2021,NSE:GODFRYPHLP-EQ,299.2,357,106814.4,,0,42.32861806,0.00617203,0.018855042,0.68198637,352.23,301.67,-0.007358888,-0.034773719,0.485430915
25-03-2021,NSE:FCL-EQ,58.75,1527,89711.25,,0,22.72727273,0.020218196,0.052826748,1.479608046,76.4,60.1,-0.040264385,0.252513488,0.141396559
26-03-2021,NSE:GODFRYPHLP-EQ,295.78,345,102044.1,,0,40.02196997,0.008189915,0.023736271,4.617706866,352.23,301.67,-0.008218027,-0.036512937,0.269185528
05-04-2021,NSE:IRFC-EQ,22.5,6894,155115,,0,3.921568627,0.007112052,0.021587302,1.217037649,26.7,22.9,-0.028698492,-0.015504783,0.083132445
05-04-2021,NSE:GODFRYPHLP-EQ,305,173,52765,,0,57.0845341,0.010571625,0.027918033,0.51830633,352.23,301.67,0.002566835,-0.033765871,0.843671077
12-04-2021,NSE:ALOKINDS-EQ,20.75,6758,140228.5,,0,59.77011494,0.021567587,0.036833046,1.404324977,23.2,19.25,0.000577922,-0.066235099,0.474459568
15-04-2021,NSE:CESC-EQ,61.69,1597,98518.93,,0,54.19956927,0.019970361,0.02764977,1.443673428,64.6,58.01,-0.002902692,-0.00874871,0.767564204
19-04-2021,NSE:PETRONET-EQ,215,233,50095,,0,42.38410596,0.014550267,0.025697674,0.872981784,260.95,221.25,-0.02196184,-0.033550979,-0.158251435
19-04-2021,NSE:ALOKINDS-EQ,20.35,7243,147395.05,,0,50.54945055,0.024204921,0.036679537,0.840087149,23.2,19.25,0.000888681,-0.065452325,0.285382652
27-04-2021,NSE:VSTIND-EQ,300.84,571,171779.64,,0,51.35735439,0.012300469,0.02187684,1.690767519,412.56,318.37,-0.009401285,-0.02448346,0.455217295
29-04-2021,NSE:COALINDIA-EQ,128.05,1301,166593.05,,0,41.62303665,0.015963369,0.022619512,0.94375665,163,127.05,-0.015778842,-0.032808264,0.466186503
03-05-2021,NSE:NLCINDIA-EQ,48.05,2490,119644.5,,0,34.40860215,0.011733702,0.019102126,0.84756027,59.8,50.85,-0.013674624,-0.02932734,0.487724734
17-05-2021,NSE:IRFC-EQ,23.05,6579,151645.95,,0,78.87323944,0.019741198,0.022156802,0.786698094,26.7,22.9,0.014534531,-0.059366933,0.923015175
26-05-2021,NSE:UJJIVANSFB-EQ,29.9,5102,152549.8,,0,53.01204819,0.01693578,0.029741997,0.781434159,38.35,30.05,0.006857032,-0.120653815,0.700566609
27-05-2021,NSE:IRFC-EQ,23.65,3526,83389.9,,0,82.27848101,0.018080778,0.025823014,0.538604824,26.7,22.9,0.023710009,-0.045762344,0.743295421
09-06-2021,NSE:IRFC-EQ,24.3,6522,158484.6,,0,66.21621622,0.014264806,0.021751911,1.456646317,26.7,22.9,0.021069919,-0.030903183,0.82295649
10-06-2021,NSE:UJJIVANSFB-EQ,33.3,2610,86913,,0,83.01886792,0.020501225,0.029172029,3.237247895,38.35,30.05,0.019174552,-0.096387154,1.413428288
14-06-2021,NSE:UJJIVANSFB-EQ,32.5,2564,83330,,0,73.68421053,0.021130638,0.034285714,1.276870647,38.35,30.05,0.025882388,-0.093046078,0.950536592
16-06-2021,NSE:UJJIVANSFB-EQ,32.5,4888,158860,,0,67.83216783,0.020976876,0.04021978,0.950077534,38.35,30.05,0.028735347,-0.087306512,0.826855723
17-06-2021,NSE:IRFC-EQ,24.7,3525,87067.5,,0,66.66666667,0.014463985,0.024291498,1.146320127,26.7,22.9,0.021263772,-0.018862666,0.749140226
18-06-2021,NSE:NHPC-EQ,26.6,5370,142842,,0,59.375,0.009641739,0.024973147,0.836913559,27.6,24.55,0.013804599,0.066987114,0.632136549
23-06-2021,NSE:IRFC-EQ,24.85,3743,93013.55,,0,66.66666667,0.013510218,0.026156942,0.551297005,26.7,22.9,0.017198817,-0.012417008,0.718645841
29-06-2021,NSE:IRCON-EQ,47.9,3696,177038.4,,0,49.38271605,0.014739323,0.026543394,0.805994902,54,45.7,0.0026176,0.042426528,0.560202531
30-06-2021,NSE:IRFC-EQ,24.85,4372,108644.2,,0,55.55555556,0.014289727,0.026731819,1.209887596,26.7,22.9,0.012851006,-0.005724104,0.61734041
02-07-2021,NSE:RENUKA-EQ,43.35,2818,122160.3,,0,95.77114428,0.028354424,0.045229857,0.132959318,14.7,11.05,0.143120623,0.20068955,0.98041284
06-07-2021,NSE:ARVINDFASN-EQ,139.7,1382,193065.4,,0,52.51256281,0.012824142,0.030575723,1.203376229,154,132.55,-0.002293746,-0.111967229,0.671422333
06-07-2021,NSE:BECTORFOOD-EQ,405.4,106,42972.4,,0,42.91044776,0.01710354,0.028067517,3.590843248,451.7,395.1,-0.002865917,-0.117869253,0.397819788
19-07-2021,NSE:HATHWAY-EQ,26.75,8345,223228.75,,0,54.86725664,0.017032652,0.038184246,0.835954476,29.25,25.1,0.009047409,-0.050318072,0.508965546
20-07-2021,NSE:ARE&M-EQ,713.35,59,42087.65,,0,14.14027149,0.005708894,0.012065806,1.468592678,1025.55,898.7,-0.012672298,-0.056020433,-0.187456553
28-07-2021,NSE:ARE&M-EQ,713.4,289,206172.6,,0,24.72137791,0.00564315,0.013606873,0.780627069,1025.55,898.7,-0.012583441,-0.06037577,0.072868053
28-07-2021,NSE:PETRONET-EQ,217,213,46221,,0,19.140625,0.005013724,0.012491771,0.778039705,252.2,223.05,-0.013444455,-0.042896495,0.028570426
29-07-2021,NSE:ARE&M-EQ,694.85,267,185524.95,,0,17.84660767,0.00774285,0.015188273,2.640558636,1025.55,898.7,-0.016108726,-0.063745244,-0.141048997
04-08-2021,NSE:IRFC-EQ,23.6,6271,147995.6,,0,52.17391304,0.007893554,0.015889831,1.38082242,26.45,23.15,-0.006819341,-0.013450875,0.672980846
05-08-2021,NSE:BANDHANBNK-EQ,308.2,321,98932.2,,0,38.70333988,0.014566327,0.028216835,1.469701452,354.35,300.2,-0.013965319,-0.052135537,0.568917225
10-08-2021,NSE:HATHWAY-EQ,25.45,7856,199935.2,,0,43.5483871,0.018851766,0.038450744,1.085811086,29.25,25.1,-0.007494682,-0.050126981,0.204904039
10-08-2021,NSE:M&MFIN-EQ,148.77,301,44779.77,,0,49.01960784,0.022565032,0.036561711,0.615155247,169.2,150.08,-0.006770506,-0.044665447,0.44997115
18-08-2021,NSE:UJJIVANSFB-EQ,24.25,7170,173872.5,,0,10.34482759,0.012611005,0.032400589,1.022214341,34.4,29.55,-0.058735852,-0.137255503,0.048265488
20-08-2021,NSE:PETRONET-EQ,226.9,799,181293.1,,0,64.48911223,0.013384667,0.021154694,3.569431458,252.2,223.05,0.003167061,-0.048323684,1.11317017
20-08-2021,NSE:IRFC-EQ,23,1769,40687,,0,50,0.013059392,0.024534161,0.945722866,26.45,23.15,-0.002659174,-0.01435995,0.21782145
09-09-2021,NSE:KARURVYSYA-EQ,35.21,1171,41230.91,,0,54.63320463,0.024610564,0.036738751,1.057357109,50.83,42.58,-0.016238605,-0.052395053,0.436583581
09-09-2021,NSE:HATHWAY-EQ,23.65,7784,184091.6,,0,59.7826087,0.019670585,0.033373603,0.99526594,29.25,25.1,-0.012305394,-0.086236797,0.517036175
16-09-2021,NSE:SUZLON-EQ,5.68,34540,196187.2,,0,69.64285714,0.02355149,0.041373239,0.662648569,8.26,5.29,0.001913677,0.087822054,0.95567268
21-09-2021,NSE:UJJIVANSFB-EQ,20,2014,40280,,0,52.38095238,0.03205084,0.0375,0.474008836,34.4,29.55,-0.034502121,-0.302721971,0.523946474
07-10-2021,NSE:BANKINDIA-EQ,56.4,3618,204055.2,,0,42.38683128,0.023120267,0.033371327,0.398338353,87,73.1,-0.016917345,-0.053567157,0.56123483
11-10-2021,NSE:UJJIVANSFB-EQ,20.8,4973,103438.4,,0,66,0.012715471,0.022149725,0.676667202,34.4,29.55,0.000263618,-0.295908797,0.705938618
14-10-2021,NSE:LLOYDSENGG-EQ,3.83,39139,149902.37,,0,87.64705882,0.029616032,0.038604998,5.422688075,1.23,0.89,0.095104206,0.211263017,0.898425044
19-10-2021,NSE:DCBBANK-EQ,94.05,1948,183209.4,,0,58.62068966,0.014165436,0.022290575,1.655310759,97.75,88.7,0.007425691,-0.06412024,0.867041716
28-10-2021,NSE:IRFC-EQ,24.15,7619,183998.85,,0,55.08474576,0.023839993,0.032978409,0.660598536,24.25,22.55,0.018060201,-0.003856401,0.557623801
02-11-2021,NSE:LTF-EQ,85.8,1877,161046.6,,0,41.1558669,0.025614196,0.04004329,0.965626053,101.1,88.95,-0.019003035,-0.011843583,0.376438055
10-11-2021,NSE:ALOKINDS-EQ,22.8,5997,136731.6,,0,46.26865672,0.034221117,0.026315789,0.309944146,25.8,22.6,-0.014396494,0.007564273,0.370420964
18-11-2021,NSE:RTNPOWER-EQ,3.85,34191,131635.35,,0,44.44444444,0.022664584,0.030612245,1.171322564,9.7,5.95,-0.024659125,0.002150548,0.241961296
22-11-2021,NSE:LLOYDSENGG-EQ,8.46,17629,149141.34,,0,87.37623762,0.034223657,0.045254981,2.036000065,1.23,0.89,0.124766886,0.235916675,1.025316984
23-11-2021,NSE:HATHWAY-EQ,20.95,8102,169736.9,,0,44.02985075,0.02870911,0.04568701,0.683579127,27.6,19.6,-0.037963952,-0.120113618,0.408279614
30-11-2021,NSE:PCJEWELLER-EQ,2.35,51987,122169.45,,0,27.38095238,0.033618238,0.056534954,0.500076783,3.06,2.65,-0.048124451,0.017818545,0.270084698
07-12-2021,NSE:SOUTHBANK-EQ,8.35,14828,123813.8,,0,50,0.01448433,0.027031651,2.499109784,10.33,8.4,-0.015358585,-0.028574084,0.566929046
13-12-2021,NSE:UJJIVANSFB-EQ,19.65,11981,235426.65,,0,56.57894737,0.019389014,0.029262087,0.692653265,34.4,29.55,-0.011322827,-0.268893807,0.720084177
14-12-2021,NSE:INFIBEAM-EQ,18.82,4217,79363.94,,0,51.11876076,0.026826693,0.042356156,0.951530909,21.68,17.84,-0.010438525,-0.014206727,0.592946122
20-12-2021,NSE:ESCORTS-EQ,1813.6,148,268412.8,,0,38.08309038,0.009159251,0.014985979,0.830517108,1571.9,1422,0.015933647,0.1463045,0.174014084
20-12-2021,NSE:DCBBANK-EQ,80.3,439,35251.7,,0,43.24324324,0.02272153,0.027530688,0.735755994,105.25,79.55,-0.036062735,-0.077748958,0.122385656
24-12-2021,NSE:MAHABANK-EQ,19.6,5524,108270.4,,0,54.83870968,0.020081624,0.034803207,1.423108497,22.85,19.8,-0.00851519,-0.002411872,0.501088648
30-12-2021,NSE:LLOYDSENGG-EQ,15.99,9697,155055.03,,0,85.64535585,0.03479543,0.049584562,1.839255294,1.23,0.89,0.111303195,0.283088339,0.979024996
05-01-2022,NSE:SOUTHBANK-EQ,8.4,19826,166538.4,,0,51.65562914,0.017344914,0.030697279,1.100944357,10.33,8.4,0.001858795,-0.04273732,0.647043543
10-01-2022,NSE:ESCORTS-EQ,1865.8,74,138069.2,,0,65.21226415,0.005818936,0.011486838,0.793901743,1571.9,1422,0.009163338,0.153189136,0.506140067
24-01-2022,NSE:INFIBEAM-EQ,18.28,8619,157555.32,,0,54.24954792,0.026835799,0.045404814,0.753518614,21.68,17.84,0.014802687,-0.031235758,0.454721259
28-01-2022,NSE:MAHABANK-EQ,21,10214,214494,,0,55.03875969,0.024424876,0.042517007,1.074269969,22.85,19.8,0.009476556,0.006441046,0.736913338
31-01-2022,NSE:ESCORTS-EQ,1850.35,52,96218.2,,0,43.61306325,0.004933282,0.012177233,0.582183252,1918.9,1836.5,-0.0020426,0.147035574,0.25460778
04-02-2022,NSE:ESCORTS-EQ,1835.5,154,282667,,0,36.60855784,0.005772243,0.013289489,1.19599405,1918.9,1836.5,-0.002656272,0.144470896,0.014770979
04-02-2022,NSE:UJJIVANSFB-EQ,19.65,1922,37767.3,,0,33.89830508,0.020992599,0.040712468,0.59073382,22.3,16.75,-0.005921456,-0.203629221,0.406986579
14-02-2022,NSE:MARKSANS-EQ,50.7,5576,282703.2,,0,32.97101449,0.024460082,0.036418709,1.601438418,65,54.6,-0.033796081,-0.090975986,-0.137533555
14-02-2022,NSE:ESCORTS-EQ,1839.35,19,34947.65,,0,44.84290701,0.006475701,0.014288821,1.402149143,1918.9,1836.5,-0.002016259,0.13805391,0.258594523
18-02-2022,NSE:IRFC-EQ,22.25,12135,270003.75,,0,28,0.011727574,0.015248796,0.593514941,24.35,22,-0.010517972,-0.018295694,0.03212603
22-02-2022,NSE:IDEA-EQ,10.9,25140,274026,,0,43.05555556,0.034400552,0.055373526,0.902300625,12.35,9.65,-0.028854933,0.078666072,0.520969195
24-02-2022,NSE:CENTRALBK-EQ,17.65,1931,34082.15,,0,13.88888889,0.022728795,0.038648321,1.220219514,22.75,18.2,-0.045065863,0.004882506,-0.169647963
24-02-2022,NSE:UCOBANK-EQ,11.3,23623,266939.9,,0,12.28070175,0.021656449,0.032553729,1.28118507,15.3,13.2,-0.034448917,-0.022354382,-0.173000193
28-02-2022,NSE:MAHABANK-EQ,17.8,14740,262372,,0,25.77319588,0.023099374,0.03711878,0.88701136,22.2,18.65,-0.042264095,-0.018718449,0.163441438
07-03-2022,NSE:INFIBEAM-EQ,17.57,2701,47456.57,,0,42.99242424,0.031798097,0.036181803,1.586969177,21.46,16.32,-0.023400047,-0.037428451,0.347224677
14-03-2022,NSE:CENTRALBK-EQ,18.6,6675,124155,,0,39,0.025182633,0.037826421,0.545948824,22.75,18.2,-0.026902165,-0.03063504,0.409925731
15-03-2022,NSE:UCOBANK-EQ,11.85,14973,177430.05,,0,43.63636364,0.023579926,0.032851115,0.662283132,14.2,11.05,-0.019731829,-0.04647715,0.390001989
24-03-2022,NSE:KARURVYSYA-EQ,38.88,3356,130481.28,,0,47.85591767,0.031281488,0.035475456,0.705320222,47.17,35.75,-0.015011803,-0.011922668,0.533228946
29-03-2022,NSE:IDEA-EQ,9.85,16710,164593.5,,0,48.7804878,0.032822511,0.037708484,1.005412594,12.35,9.65,-0.018337048,0.004264179,0.235472646
12-04-2022,NSE:JINDWORLD-EQ,60.8,4800,291840,,0,44.40631434,0.023097424,0.048895677,1.520894755,71.4,54.22,-0.002074339,0.283352618,0.612144211
12-04-2022,NSE:SJVN-EQ,28.5,1308,37278,,0,65.625,0.01022816,0.021679198,1.534946399,32.5,29.1,0.006334178,0.010935322,0.714321184
21-04-2022,NSE:J&KBANK-EQ,32.6,9757,318078.2,,0,53.60824742,0.028955932,0.038562664,0.37386677,48.3,35.8,-0.019333879,-0.024461097,0.357987491
25-04-2022,NSE:RVNL-EQ,34.8,1388,48302.4,,0,62.5,0.016096047,0.032635468,0.799244381,36.7,32.5,0.014562327,0.034503922,0.638811336
02-05-2022,NSE:INOXWIND-EQ,24.66,11121,274243.86,,0,38.78406709,0.030043783,0.07050168,1.200633549,34.35,24.25,-0.021835356,0.031115954,-0.160814489
04-05-2022,NSE:UNIONBANK-EQ,37.35,1833,68462.55,,0,11.39240506,0.019359669,0.032606617,0.833757789,51.7,37.85,-0.023297519,-0.002361159,0.005283766
09-05-2022,NSE:MOTHERSON-EQ,52.6,1242,65329.2,,0,31.12203112,0.028690187,0.05127648,1.809350717,65.02,57.62,-0.038788578,-0.307558395,-0.168306044
11-05-2022,NSE:MAHABANK-EQ,15.9,14277,227004.3,,0,14.92537313,0.013913389,0.037735849,1.652992788,19.7,15.15,-0.031432508,-0.073541264,-0.117946556
25-05-2022,NSE:UNIONBANK-EQ,34.9,6693,233585.7,,0,41.36363636,0.027174611,0.041444945,0.869103448,44.85,35.55,-0.025769767,-0.047406805,0.214318655
27-05-2022,NSE:NBCC-EQ,22.2,5849,129847.8,,0,43.87001477,0.022187992,0.04002574,0.921019952,28.07,22.43,-0.034299215,-0.134783553,0.378344335
08-06-2022,NSE:CSBBANK-EQ,182.55,942,171962.1,,0,45.75163399,0.013406597,0.029874398,1.581620081,235,182,-0.028467396,-0.199455877,0.135562035
13-06-2022,NSE:NBCC-EQ,20.13,6303,126879.39,,0,29.8245614,0.021869085,0.036512668,1.302430769,28.07,22.43,-0.032789383,-0.166995036,-0.183758403
16-06-2022,NSE:ALEMBICLTD-EQ,60.1,2003,120380.3,,0,9.130434783,0.021548411,0.034763489,1.738752799,87.4,68.85,-0.036401629,-0.275732788,-0.369565234
20-06-2022,NSE:MARKSANS-EQ,39.45,2903,114523.35,,0,18.72340426,0.024427236,0.044812602,1.590939521,62.4,46.5,-0.048395935,-0.183653162,-0.231890304
22-06-2022,NSE:TASTYBITE-EQ,8501.1,23,195525.3,,0,23.12472861,0.020064886,0.031747572,0.783340527,12111,10700,-0.050555448,-0.276421469,0.089449146
01-07-2022,NSE:IMAGICAA-EQ,21,14116,296436,,0,87.6344086,0.040744182,0.053231293,0.319725218,18.55,13.75,0.078988424,0.107173848,1.091568791
06-07-2022,NSE:HSCL-EQ,73.35,2392,175453.2,,0,82.11764706,0.045451937,0.042555263,6.651549041,73.4,55.4,0.006180347,0.060410285,1.177523757
08-07-2022,NSE:RENUKA-EQ,47.65,5043,240298.95,,0,72.60726073,0.046680442,0.046244941,1.275952296,55.5,39.2,-0.006715128,0.169593785,0.689079321
18-07-2022,NSE:GSFC-EQ,140.4,2327,326710.8,,0,48.50863422,0.044398425,0.033882784,0.871579907,198.8,158.6,-0.004703683,0.041935251,0.803066659
19-07-2022,NSE:METROPOLIS-EQ,1492.55,21,31343.55,,0,64.94623656,0.016294095,0.0301976,1.4974592,2570.6,2100.15,-0.007737779,-0.355833979,1.137787842
25-07-2022,NSE:NIACL-EQ,81.9,4004,327927.6,,0,58.37563452,0.015179199,0.024856096,0.976304331,148,113.1,-0.009524563,-0.321414419,0.671146256
26-07-2022,NSE:WOCKPHARMA-EQ,214.6,245,52577,,0,64.95575221,0.011635504,0.028241912,0.375537426,293.8,226,-0.006559598,-0.406625659,0.643593426
02-08-2022,NSE:NMDC-EQ,35.82,4043,144820.26,,0,55.46075085,0.021489547,0.023869347,0.96132536,58.45,46.68,-0.004595691,-0.184240785,0.70884559
10-08-2022,NSE:GLAND-EQ,2307.65,131,302302.15,,0,35.15499015,0.020332317,0.034676588,0.172464927,3559.4,2801,-0.023164569,-0.202446625,0.44837188
16-08-2022,NSE:ALEMBICLTD-EQ,72.8,1364,99299.2,,0,57.35294118,0.009920156,0.024529042,1.908696443,78.45,68.6,0.006409079,-0.165221702,0.990535066
19-08-2022,NSE:ITC-EQ,312,598,186576,,0,62.55506608,0.007463248,0.015327381,0.822289493,282.35,262.6,0.015456078,0.108962982,0.739796549
25-08-2022,NSE:ITC-EQ,312.35,598,186785.3,,0,56.48148148,0.00794627,0.014029591,0.628502023,282.35,262.6,0.013034947,0.111536893,0.641875063
30-08-2022,NSE:TANLA-EQ,719.95,419,301659.05,,0,49.91906766,0.031057262,0.034555971,0.321549006,1448.95,938,-0.04262948,-0.377294595,0.332429851
01-09-2022,NSE:ITC-EQ,317.6,357,113383.2,,0,58.76712329,0.008959501,0.01606918,1.089587852,282.35,262.6,0.012486355,0.111957499,0.87863738
13-09-2022,NSE:MOTHERSON-EQ,57.07,6405,365533.35,,0,62.2593068,0.019082671,0.022165761,1.0392528,61.11,53.84,-0.001431706,-0.169074918,0.745420712
15-09-2022,NSE:MANAPPURAM-EQ,102.65,863,88586.95,,0,41.58415842,0.018449892,0.027938209,1.440814743,111.45,98.2,0.004450492,-0.160993222,0.300002457
16-09-2022,NSE:MOTHERSON-EQ,55.2,5915,326508,,0,48.53683148,0.016568421,0.025452899,1.069359797,61.11,53.84,0.001824209,-0.168709646,0.397069202
19-09-2022,NSE:ITC-EQ,335.6,323,108398.8,,0,76.59831122,0.00923363,0.015558488,1.19918738,282.35,262.6,0.019032555,0.11896001,0.829639847
23-09-2022,NSE:SOLARA-EQ,415.09,829,344109.61,,0,50.65864834,0.027221758,0.042687816,0.546115932,451.53,382.42,0.014397078,-0.468396692,0.613606483
26-09-2022,NSE:SOLARA-EQ,395.55,941,372212.55,,0,46.09771987,0.029131376,0.048357621,0.941909842,451.53,382.42,0.00930641,-0.486562643,0.179992944
26-09-2022,NSE:MPHASIS-EQ,2042.8,18,36770.4,,0,47.69308558,0.018466297,0.029722859,1.193004661,2444.9,2035,-0.022006537,-0.15041325,0.249991154
03-10-2022,NSE:MOTHERSON-EQ,48.63,763,37104.69,,0,19.19708029,0.020624457,0.04278664,1.209020072,61.11,53.84,-0.04613725,-0.198774808,0.159316033
11-10-2022,NSE:PEL-EQ,806.25,46,37087.5,,0,24.71441803,0.026065274,0.042312292,0.865834152,2084.1,937.05,-0.124020027,-0.669332641,0.127898
17-10-2022,NSE:POLICYBZR-EQ,426.5,761,324566.5,,0,25.32956685,0.01583939,0.036400938,1.055385895,597.3,472,-0.042005058,-0.388211314,-0.054868103
20-10-2022,NSE:DHANI-EQ,47.9,6655,318774.5,,0,52.27272727,0.029153834,0.040187891,1.810027336,232,166.8,-0.041845582,-0.53795043,0.631114977
31-10-2022,NSE:PEL-EQ,849.4,247,209801.8,,0,59.04599659,0.021501089,0.025391873,0.836939508,2084.1,937.05,-0.032704476,-0.682944845,0.688223292
01-11-2022,NSE:SOLARA-EQ,385.32,478,184182.96,,0,45.92908233,0.018464694,0.032774243,4.235526373,439.09,374.13,-0.012611799,-0.403751297,0.475715496
07-11-2022,NSE:PEL-EQ,904.9,335,303141.5,,0,77.11389704,0.022444755,0.026510427,0.849870214,2084.1,937.05,-0.004166381,-0.63593039,1.056789725
09-11-2022,NSE:HATHWAY-EQ,16.2,7062,114404.4,,0,65.2173913,0.009060772,0.017857143,2.195543503,19.65,15.6,-0.004558195,-0.111003012,0.963317884
10-11-2022,NSE:ITC-EQ,356,767,273052,,0,64.46776612,0.010130061,0.016011236,1.354357977,282.35,262.6,0.016889489,0.122330197,0.773705013
14-11-2022,NSE:IOC-EQ,69.45,3839,266618.55,,0,70.52631579,0.007566539,0.012650417,1.072536536,73.8,70.25,0.007893299,-0.058352554,0.762502425
17-11-2022,NSE:HEMIPROP-EQ,95.85,1320,126522,,0,55.42857143,0.008450391,0.0210895,1.028682759,109.85,100,-0.002555488,-0.104801114,0.521354536
22-11-2022,NSE:IOC-EQ,70,3617,253190,,0,65.95744681,0.006800428,0.012295918,1.518131782,73.8,70.25,0.006684081,-0.053337794,0.837120039
25-11-2022,NSE:HATHWAY-EQ,16.2,23170,375354,,0,55.55555556,0.007209936,0.017195767,1.582060062,19.65,15.6,-0.001558106,-0.106866875,0.935233658
25-11-2022,NSE:ALOKINDS-EQ,15.05,2472,37203.6,,0,12.5,0.015007467,0.031798766,1.862503942,21.6,17.75,-0.029731915,-0.227680621,0.173929749
30-11-2022,NSE:PEL-EQ,824.85,260,214461,,0,56.66834424,0.028533959,0.019899722,0.539677006,2084.1,937.05,-0.012636946,-0.677473773,0.483153557
02-12-2022,NSE:DHANI-EQ,46.95,6382,299634.9,,0,38.16254417,0.026447804,0.045260916,1.178757971,60.5,44.8,-0.027699606,-0.408700026,0.326067373
06-12-2022,NSE:DHANI-EQ,46.15,6560,302744,,0,39.21568627,0.026823343,0.043259557,1.088664309,60.5,44.8,-0.027286077,-0.411670409,0.280664262
07-12-2022,NSE:GMRP&UI-EQ,23.65,5569,131706.85,,0,47.61904762,0.015937335,0.032014497,1.393668116,38.55,25.85,-0.014345581,-0.183948367,0.536394428
13-12-2022,NSE:MOTHERSON-EQ,48,7923,380304,,0,52.55878285,0.01379946,0.025550595,0.927278343,61.11,53.84,0.007564748,-0.185145341,0.277903372
13-12-2022,NSE:LLOYDSENGG-EQ,12.42,3036,37707.12,,0,76.06837607,0.031105401,0.039797562,1.726395494,15.27,11.74,0.029105974,0.024830748,1.018805761
20-12-2022,NSE:GATEWAY-EQ,68.3,5136,350788.8,,0,59.80392157,0.007832144,0.022327965,1.202331563,76.6,67,-0.007224115,-0.014103605,0.399402691
21-12-2022,NSE:PEL-EQ,838.45,64,53660.8,,0,44.82472516,0.023891972,0.036691855,0.592592236,914.7,785.05,0.006213863,-0.593422493,0.34416299
22-12-2022,NSE:MOTHERSON-EQ,46,6751,310546,,0,27.53036437,0.013177484,0.027313665,1.929200769,61.11,53.84,-0.010431746,-0.185992138,0.004168525
23-12-2022,NSE:MOTHERSON-EQ,44.6,7716,344133.6,,0,13.64795918,0.013156538,0.028475336,1.699133017,61.11,53.84,-0.016021413,-0.192217895,-0.115050929
23-12-2022,NSE:ETERNAL-EQ,53.65,635,34067.75,,0,12.17948718,0.027730142,0.033417654,1.312684423,75.45,61.4,-0.038379344,-0.152543472,-0.307321784
29-12-2022,NSE:MOTHERSON-EQ,49.63,7021,348452.23,,0,54.31034483,0.021863837,0.02986385,0.735246831,50.87,44.07,0.004578817,-0.16362347,0.775403876
