date,symbol,trade_id,entry_date,entry_price,total_shares,total_trade_pnl,targets_hit,exit_type,t1_pnl,t2_pnl,t3_pnl,trail_pnl,time_exit_pnl,final_exit_reason,RSI_14,VOL_20,NORM_ATR,volume_ratio,volume_percentile,ema_50_200_diff,ema_flag,NORM_BB,BB_Squeeze
2024-09-16,NSE:AADHARHFC-EQ,1,2024-09-06,443.45,6996,125014.1290499999,"T1,T2",T2_PARTIAL,30837.24859999995,43814.76125000002,0.0,50362.11919999992,0.0,STOPLOSS,73.13084112149534,0.0284394542662587,0.0341639418198218,1.9912015788486344,0.7875,0.0838450144484915,1,1.0653421228683204,0.0
2024-10-09,NSE:AADHARHFC-EQ,2,2024-10-03,443.4,9607,58175.986542857056,T1,T1_ONLY,61157.85154285705,0.0,0.0,-2981.8650000000002,0.0,STOPLOSS,45.48022598870056,0.0318323151217273,0.0489077904504156,0.5013973302776965,0.1938775510204081,0.1169254387046019,1,0.294982313205414,0.0
2024-10-29,NSE:AADHARHFC-EQ,3,2024-10-09,439.4,9216,97225.1136,,TIME_EXIT_ONLY,0.0,0.0,0.0,0.0,97225.1136,TIMEEXIT,45.04504504504504,0.0317639994864525,0.0581881136614864,0.8788884404256456,0.5196078431372549,0.1131539245594393,1,0.2434061171342195,0.0
2025-04-01,NSE:AARTIIND-EQ,3,2025-03-26,389.45,6114,18780.42000000002,T1,T1_ONLY,20447.26600000002,0.0,0.0,-1666.846,0.0,STOPLOSS,42.66431924882629,0.0237852484744749,0.029657208884324,0.9746717000718635,0.4444444444444444,-0.205687153877154,-1,0.3747708515821808,1.0
2025-04-04,NSE:AARTIIND-EQ,4,2025-04-01,391.15,4415,13238.206921428537,T1,T1_ONLY,14447.251571428536,0.0,0.0,-1209.0446499999998,0.0,STOPLOSS,50.11102886750554,0.0208313401266927,0.0289256952940961,0.7286137106500306,0.2023809523809523,-0.2033846342424557,-1,0.4027868531399647,1.0
2021-03-12,NSE:ABBOTINDIA-EQ,3,2021-03-02,14531.6,14,856.4395142857151,T1,T1_ONLY,1001.7555142857151,0.0,0.0,-145.316,0.0,STOPLOSS,54.90592633449776,0.0111644973834441,0.0182523407116707,0.4567787227746514,0.2142857142857142,-0.0217498755932941,-1,0.4951622318524744,1.0
2021-01-18,NSE:ABFRL-EQ,1,2021-01-11,168.75,1156,7506.704796428584,"T1,T2",T2_PARTIAL,1851.7493892857192,2634.5226857142857,0.0,3020.4327214285795,0.0,STOPLOSS,86.52631578947371,0.0210620452477164,0.0326560846560846,1.182173410923554,0.7579365079365079,0.0202359222048456,1,0.7759015173371351,0.0
2019-12-17,NSE:ABREL-EQ,1,2019-12-10,488.65,104,461.49614285714284,T1,T1_ONLY,497.16759285714284,0.0,0.0,-35.67145,0.0,STOPLOSS,77.0231213872832,0.0211074319590712,0.0338542047331569,1.1967884818817307,0.9523809523809524,-0.446680579356666,-1,0.8053656626025322,0.0
2025-03-13,NSE:ABSLAMC-EQ,1,2025-03-10,591.5,621,3853.9744071428595,T1,T1_ONLY,4111.276907142859,0.0,0.0,-257.3025,0.0,STOPLOSS,29.550398839738904,0.0166302254276646,0.038407197198406,0.7034411411510275,0.2023809523809523,-0.0132188775001882,-1,0.0008907281915985,0.0
2023-03-21,NSE:ADANIENSOL-EQ,1,2023-03-14,902.2,375,26228.288935714292,"T1,T2",T2_PARTIAL,4562.685199999996,6507.918992857146,0.0,15157.68474285715,0.0,STOPLOSS,56.5959409594096,0.0501453099386151,0.0462005573677043,2.0783388634721227,0.9761904761904762,-0.929345596408208,-1,0.6492466047103638,1.0
2023-11-30,NSE:ADANIENSOL-EQ,2,2023-11-28,865.1,182,7505.805874999998,"T1,T2",T2_PARTIAL,1316.4291250000024,1851.939499999999,0.0,4337.437249999997,0.0,STOPLOSS,72.79362972793632,0.0437733602391333,0.0286961044965899,12.530853383452392,0.988095238095238,-0.3472467663542464,-1,1.4120715871277978,0.0
2022-11-16,NSE:ADANIENT-EQ,1,2022-10-24,3309.8,34,12063.078999999982,"T1,T2",T2_PARTIAL,933.2204285714272,1329.677199999998,0.0,9800.181371428556,0.0,STOPLOSS,65.63781788351109,0.0237603513627172,0.0292248992170437,0.0761682628597129,0.0039682539682539,0.210470729296501,1,0.4684718922089243,1.0
2020-10-27,NSE:ADANIPOWER-EQ,1,2020-10-22,35.0,2168,343.8783928571434,T1,T1_ONLY,397.0083928571434,0.0,0.0,-53.13,0.0,STOPLOSS,11.32075471698127,0.0071334187650433,0.018469387755102,1.4591285249676424,0.0952380952380952,-0.1068299534818566,-1,-0.0081208938763582,0.0
2020-11-04,NSE:ADANIPOWER-EQ,2,2020-10-27,35.4,2150,1678.4836499999958,"T1,T2",T2_PARTIAL,412.1066249999982,593.5890000000006,0.0,672.788024999997,0.0,STOPLOSS,31.034482758620754,0.0062971469128495,0.0190677966101694,1.146616249398878,0.0674603174603174,-0.1056480204229378,-1,0.2494751923985907,0.0
2022-04-29,NSE:ADANIPOWER-EQ,3,2022-04-25,272.05,515,10013.530449999991,"T1,T2",T2_PARTIAL,2467.991899999996,3490.9804285714295,0.0,4054.558121428565,0.0,STOPLOSS,75.07309941520468,0.0516554229147157,0.0599679680730958,0.3401354745641502,0.7817460317460317,0.188481980257291,1,0.8953758776142163,0.0
